SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,2.0,10.82,20.0,24196.0,175845.25,109.2,1.0,1.0
PUENTE INTERNACIONAL PIEDRAS NEGRAS,2.0,10.0,20.0,2359.0,279.0,128.8,1.0,1.0860416666666666
RIO BRAVO POBLADO BALCONES,2.0,20.65041666666667,10.5,6131.0,144.0,114.1,1.0,1.0
PARQUE INDUSTRIAL ACUÑA,2.0,22.57,10.0,1872.0,20.0,119.0,1.0,1.0
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,2.0,10.0,10.0,2359.0,3.0,94.7,1.0,1.0
MANANTIAL ZACUALPAN,2.0,10.0,10.0,161.0,10.0,86.2,1.0,1.0
DERIVADORA PEÑITAS,2.28,10.0,650.0,17890.0,5630.0,106.1,1.0,1.0
EL CHICAL,22.3,25.79,107.8,24196.0,1785.0,96.1,1.0227083333333333,1.0
PUENTE PUEBLO JUAREZ,2.0,10.0,117.63229166666666,15531.0,305.0,98.1,1.0,1.0
DREN ASMOLES,9.4,14.21,240.71041666666667,24196.0,309.0,79.9,1.0,1.0
AGUAS ARRIBA PLANTA DE TRATAMIENTO CIAPACOV,2.0,33.15,147.778125,24196.0,15723.6875,97.4,1.0,1.0
LA CUMBRE,2.0,47.335416666666674,10.0,24196.0,185.0,108.5,1.0,1.0
A.P. EL NARANJAL,2.0,10.0,10.0,3333.03125,189.0,86.1,1.0,1.0
A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,2.0,10.0,11.2,3076.0,1182.0,87.6,1.0,1.0
DESEMBOCADURA RIO COAHUAYANA,8.7,10.0,476.0,23126.78125,6510.0,62.7,1.0,1.0
AGUAS ABAJO COLONIA RUIZ CORTINEZ,7.8,13.38,225.0,15531.0,934.0,96.4,1.0,1.0
PUENTE PERIQUILLOS,5.9,20.095208333333332,210.4,17329.0,3130.0,94.0,1.0,1.0
DERIVADORA JALA 1,2.0,10.0,10.0,9804.0,110.0,96.0,1.0,1.0
AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,2.0,29.26,10.0,5172.0,295.0,111.7,1.0,1.0
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,6.733333333333333,12.54,19.0,5172.0,318.0,108.9,1.0,1.0
RIO PIAXTLA 6,2.0,10.0,10.0,3.0,3.0,100.3,1.0,1.0
LA CIENEGA,2.0,10.0,10.0,3.0,3.0,97.1,2.24,1.4
EL SALTO - DURANGO,2.0,18.39,10.0,47410.890625,24196.0,90.6,1.0,1.0
RIO NOMBRE DE DIOS,2.0,10.0,10.0,17329.0,14136.0,84.3,1.0,1.0
"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",12.0,42.72,94.02916666666665,880.0,336.6458333333333,72.9,1.0,1.0
DERIVADORA FRANCISCO VILLA,16.755625,36.21,90.11875000000002,2143.0,771.0,141.4,1.0,1.0
ACEQUIA GRANDE,79.5,239.25,45.1,24196.0,21823.020833333332,10.0,1.0,5.03
EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),120.0,69.11791666666667,33.8,24196.0,24196.0,14.5,1.44,2.249791666666667
PUENTE LOS ÍDOLOS,2.0,10.0,20.6,47410.890625,24196.0,93.6,1.0,1.0
TOLUCA ORIENTE  (A) AGUAS ARRIBA,150.0,384.25,38.6,2419600.0,2419600.0,10.0,2.02,32.26
TOLUCA ORIENTE  (A) AGUAS ABAJO,86.0,240.0,35.8,858271.2916666666,2419600.0,10.0,1.0,1.0
PUENTE CARRETERA TOLUCA-NAUCALPAN,95.4,116.22,44.0,2400.0,2400.0,10.0,1.21,1.1500000000000001
TOLUCA NORTE  (A) AGUAS ARRIBA,176.25,264.41,155.31875,1057775.2083333333,192548.39583333334,10.8,1.0,7.63
PUENTE CARRETERA TOLUCA-TEMOAYA,65.0,146.9,105.8,241960.0,241960.0,10.0,1.0,2.54
RIO LERMA 54,98.2,141.42,140.0,5813.1875,1100.0,10.0,1.2,5.15
RIO LERMA 4,65.52,120.33,344.0,2400.0,240.0,12.0,1.0095833333333333,5.88
RH12-1 LERMA,16.08,32.64,52.0,2400.0,460.0,53.0,1.0,1.0
RIO LERMA 43,54.0,93.48,148.0,2400.0,460.0,22.8,1.0095833333333333,4.88
RIO LERMA 3,47.28,70.08,56.0,2400.0,1100.0,39.5,1.0,1.0
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),46.2,70.56,68.0,2400.0,460.0,10.7,1.0,1.0
RIO LERMA 67,45.24,37.42572916666666,52.0,2400.0,2400.0,25.7,1.0,1.1500000000000001
RIO LERMA 65,30.3,75.36,112.0,2400.0,1100.0,23.5,1.0,1.0
IXTLAHUACA (RANCHO DE GANADO LECHERO),17.2,54.51,62.1,24196.0,24196.0,58.9,1.0,1.0
RIO LERMA 5,35.04,26.923125,36.0,1100.0,460.0,10.0,1.0,1.0
RIO LERMA 68,55.56,83.61,43.729166666666664,2400.0,2400.0,10.0,1.0,1.0
RIO LERMA 6,54.0,67.2,70.0,3860.3541666666665,2400.0,37.8,1.0,1.0
RIO LERMA 69,86.0,37.42572916666666,48.0,2400.0,2400.0,10.0,1.004375,1.1500000000000001
RIO LERMA 7,40.2,55.68,68.0,22612.291666666668,17753.125,10.0,1.0,1.0
ATLACOMULCO,7.2,44.08,43.1,6131.0,5172.0,36.6,1.0,1.0
SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,15.33,27.36,33.458333333333336,15.0,7.0,53.0,1.0,1.0
PUENTE CARRETERA MEXICO-TOLUCA,50.5,88.44,61.2,241960.0,241960.0,10.0,1.0,1.0
PUENTE DIF SOLIS,98.6,132.93,102.0,150.0,72.91666666666667,38.6,1.0158333333333334,1.0
RIO LERMA 11,13.74,24.544999999999998,34.0,120.0,120.0,47.1,1.0,1.0
PUENTE SOLIS(DIF),14.22,30.16,80.0,20.0,9.0,74.5625,1.0,1.0
RIO LERMA 9,45.72,70.99,62.0,2400.0,240.0,49.2,1.0,1.0
RIO LERMA 8,49.08,72.38,18.0,2400.0,460.0,30.3,1.0,1.0
RM6 AGUAS ARRIBA DE LA PRESA SAN ILDEFONSO,4.72,15.05,10.0,959.0,464.0,96.4,1.0,1.0
AGUAS ARRIBA DE LA DESCARGA DE SALAMANCA (DESP.R.LAJA),22.2,67.15,182.8,858271.2916666666,1732900.0,65.6,1.0,1.0
PUENTE EL MOLINITO,19.6,57.15,481.0,307600.0,155300.0,36.6,1.0,1.0
RIO LERMA 30,49.4228125,98.18,693.0,241960.0,241960.0,21.2,1.0,1.0
CANAL TEMASCATIO,2.0,69.03,34.5,24196.0,24196.0,14.7,1.0,1.0
RIO LERMA 31,12.3,72.97,44.9,24196.0,24196.0,60.46875,1.0,2.249791666666667
PUEBLO NUEVO (ANTES RIO GUANAJUATO),22.6,77.33,47.7,98040.0,48840.0,97.0,1.0,1.0
CERRO BLANCO,73.0,341.79,241.5,547500.0,517200.0,51.46875,1.0,1.96
RIO LERMA 28,81.0,149.21,198.0,488400.0,270000.0,10.7,1.0,1.0
RIO LERMA 27,95.5,146.38,206.5,241960.0,120640.72916666667,10.0,1.0,1.65
SAN GUILLERMO (DESEP.RIO GUANAJUATO),77.5,145.36,309.5,241960.0,241960.0,13.9,1.0,1.48
RIO TURBIO 24,29.6,78.62,191.2,228600.0,95900.0,31.8,1.0,1.0
CERRO BLANCO DE MANCERA,187.5,317.44,758.0,24196.0,24196.0,10.0,1.0,1.14
RT-9 RIO TURBIO-PUENTE RIO TURBIO (T. BLANCAS),284.75,388.72,784.0,1413600.0,1413600.0,10.0,1.0,7.69
RT-4 RIO TURBIO-ESTANCIA DE VAQUEROS,105.5,1190.0,239.5,2419600.0,2419600.0,10.0,1.0,100.0
AF-3 ARROYO HONDO-A.A. RIO TURBIO,213.75,3253.75,1207.0,241960.0,241960.0,19.6,2.49,2.620625
AF-2 ARROYO LAS MULAS-A.A. ARROYO HONDO,106.0,931.5,178.8,2419600.0,2419600.0,10.0,1.0,6.385833333333333
LEON  (A) AGUAS ARRIBA,94.0,559.7427083333333,27.7,2419600.0,2419600.0,46.6,2.55,1.0
LEON  (A) AGUAS ABAJO,134.0,1731.5,479.0,241960.0,241960.0,20.9,2.55,2.620625
AF-4 RIO SANTIAGO-A.A. RIO TURBIO,106.5,466.75,65.4,858271.2916666666,2419600.0,36.59583333333334,1.0,2.16
RT-6 RIO TURBIO-PASO DE OVEJAS,100.5,726.75,177.5,2419600.0,2419600.0,13.2,1.2366666666666668,24.39
GUANAJUATO,2.0,24.24,10.0,24196.0,24196.0,55.1,1.0,1.0
RIO GUANAJUATO,144.25,196.87,104.2,96000.0,35500.0,10.0,1.0,5.81
RT-8 RIO TURBIO-LAS ADJUNTAS,113.0,197.38,100.6,461100.0,115300.0,10.0,1.0,1.68
AF-7 RIO PENJAMO,79.94604166666666,26.04,10.0,2419600.0,2419600.0,24.7,1.0,1.0
PENJAMO,10.3,66.82,86.0,12230.0,4570.0,47.2,1.0,1.0
RIO LERMA 17,2.0,96.72,304.4,15530.0,13330.0,30.2,1.0108333333333333,1.0
RIO LERMA 35,9.9,28.29,130.5,6772.604166666667,794.0,46.2,1.0,1.0
RIO LERMA 36,8.4,22.98125,99.4,17329.0,5551.8125,40.7,1.0,1.0
ACAMBARO (PUENTE FERROCARIL),2.0,11.65,30.5,15531.0,12997.0,42.3,1.0108333333333333,1.0
PUENTE FFCC ACAMBARO,8.8,12.66,107.6,24196.0,24196.0,63.9,1.0,1.0
RIO LERMA 34 (AGUA CALIENTE 1),2.0,10.0,13.5,24196.0,24196.0,68.2,1.0,2.249791666666667
RIO LERMA 15,2.0,26.16,16.1,2481.0,41.0,152.2,1.0,1.0
RIO LERMA 37,7.8,19.14,36.5,9804.0,2106.25,53.0,1.0,1.0
EJIDO DE LA ANGOSTURA,13.3,31.44,60.0,47410.890625,24196.0,56.4,1.0,1.0
RIO LERMA 45,8.2,12.48,72.2,24196.0,15531.0,48.2,1.0108333333333333,1.3383333333333332
ARMADILLO,8.2,29.657708333333332,72.46666666666667,2755.0,422.0,60.1,1.00375,1.0
RIO LERMA 24,8.1,16.64,76.1,24196.0,3873.0,27.2,1.0,1.0
SANTA JULIA,12.4,28.42,183.4,7030.0,1990.0,43.5,1.0,1.0
RIO LERMA 26,66.0,88.44,21.4,5475.0,683.0,46.0,1.0,1.0
RIO LERMA 19,23.989583333333332,27.59,778.6,141360.0,111990.0,94.0,1.0,1.0
AF-6 RIO COLORADO,2.0,10.0,10.0,5018.041666666667,292.0,83.3,1.0,1.0
RH20-1 COSTA CHICA-RIO VERDE,2.0,22.88,860.6,24000.0,210.0,68.87916666666666,1.0,1.0
RIO PAPAGAYO 10,2.0,17.88,1125.3,24000.0,750.0,51.1,1.0,1.0
RIO PAPAGAYO 12,2.0,28.71,240.025,24000.0,90.0,54.6,1.0,1.0
DESEMBOCADURA RIO PAPAGAYO 11,2.0,43.71,790.6,24000.0,24000.0,51.8,1.0,1.0
RIO PAPAGAYO 9,2.0,29.54,380.0,4600.0,1500.0,54.4,1.0,1.0
RIO PAPAGAYO 8,2.0,32.88,396.3,11000.0,2400.0,54.8,1.0,1.0
RIO PAPAGAYO 7,2.0,24.96,438.1,24000.0,11000.0,70.765625,1.0,1.0
RIO PAPAGAYO 6,2.0,38.29,372.7,11000.0,4600.0,56.0,1.0,1.0
RIO PAPAGAYO 5,2.0,28.29,346.8,24000.0,24000.0,55.0,1.0,1.0
PUENTE PAPAGAYO,2.0,23.71,1262.0,24000.0,24000.0,62.8,1.0,1.0
PUENTE LAS HORQUETAS,2.0,39.13,1325.0,24000.0,430.0,53.8,1.0227083333333333,1.0
RIO PAPAGAYO 3,2.0,77.46,2540.0,24000.0,24000.0,68.7,1.0,1.0
RIO PAPAGAYO 2,4.0685416666666665,39.13,217.25625,24000.0,24000.0,53.800000000000004,1.0,1.0
RIO PAPAGAYO 1,2.0,40.38,482.8,24000.0,24000.0,51.6,1.0,1.0
RIO PAPAGAYO 4,2.0,38.71,2618.4,24000.0,24000.0,55.4,1.0,1.0
PUENTE SAN JERONIMO,2.0,43.29,284.1375,24000.0,24000.0,71.2,1.0,1.5808333333333333
ZIRANDARO,2.0,52.04,178.0,24000.0,24000.0,79.4,1.0,1.0
PUENTE CIUDAD ALTAMIRANO,2.0,15.79,22.0,24000.0,24000.0,81.3,1.0,1.0
PUENTE MIGUEL ALEMAN (COYUCA DE CATALAN),2.0,13.71,30.0,24000.0,24000.0,79.7,1.0,1.0
RH16-5 BALSAS,2.14,13.29,386.7,24000.0,24000.0,81.3,1.0,2.9335416666666667
DESEMBOCADURA RIO SANTA CATARINA 1,2.29,45.38,26.0,230.0,90.0,47.6,1.0,1.0
DESEMBOCADURA RIO SANTA CATARINA 2,2.57,48.71,81.73958333333333,2400.0,430.0,39.9,1.0,1.0
RH20-2 COSTA CHICA-RIO VERDE,22.222708333333333,45.79,412.0,11000.0,4600.0,30.4,1.0083333333333333,1.0
PUENTE MILPILLAS,2.0,13.71,710.0,24000.0,930.0,30.9,1.0,1.0
RIO SANTA CATARINA 3,2.0,18.29,765.5,23547.802083333332,4600.0,53.7,1.0,1.015625
RIO SANTA CATARINA 4,2.0,16.63,506.1,11000.0,2400.0,57.4,1.0,1.0
RIO SANTA CATARINA 5,2.0,61.55322916666666,126.55729166666667,11000.0,4600.0,58.3,1.0,1.2606249999999999
PAPALUTLA,45.68479166666666,36.63,2312.5,24000.0,24000.0,57.2,1.0,1.0
RÍO ATOYAC-A,2.0,31.21,48.0,24000.0,24000.0,68.1,1.0,1.0
RÍO ATOYAC-B,2.0,40.38,53.0,24000.0,24000.0,70.3,1.0,1.0
PRESA DERIVADORA TLAMACO-JUANDHO (RS1),237.75,303.32,136.0,795183.9791666666,192548.39583333334,30.5,1.0,1.0
"SALMITEX, S.A. DE C.V. (AGUAS ABAJO)",19.56,40.94,12.0,2400.0,460.0,44.3,1.0,1.0
"PILGRIM´S PRIDE, S.A. DE C.V. AGUAS ARRIBA RIO TEPEJI",12.72,17.14,26.0,460.0,460.0,67.53125,1.0,1.0
KM 0+00 CANAL ENDHO (SOT),22.025208333333335,163.39,14.0,2400.0,2400.0,67.00208333333333,1.0,1.0
PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),15.57,30.01,10.0,2400.0,1100.0,61.0,1.0,1.0
RH17 AGUAS ARRIBA DE LA DESCARGA DEL GEISER,4.2,47.67,11.2,24196.0,11199.0,85.6,1.0,1.0
RH26-3 PANUCO,24.6,34.27,16.0,2400.0,2400.0,67.3,1.0,1.1500000000000001
RH26-7 PANUCO,46.68,61.88,38.0,2400.0,1100.0,74.9,1.0,1.2152083333333332
RIO TULA (PUENTE DE FIERRO),11.1,22.26,26.0,240.0,101.20833333333333,60.1,1.0,1.0
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),13.05,25.17,16.0,460.0,460.0,72.9,1.0,1.0
SOLEDAD DE COYUL,3.92,10.0,22.0,3.0,3.0,107.4,1.0,1.0
PALO VERDE,3.94,10.0,16.0,3.0,3.0,103.2,1.0,1.0
HUATEPANGO,2.15,10.0,18.0,52.0,41.0,116.3,1.0,1.0
BOCA DEL RIO,4.92,10.0,10.0,3.0,3.0,93.5,1.0,1.0
CAÑITAS,4.36,10.0,10.0,20.0,10.0,106.1,1.0572916666666667,1.0
ACOPINALCO,9.3,387.44,48.0,24196.0,24196.0,10.0,1.0,2.2
TERMOELECTRICA P. ELIAS CALLES  DESCARGA AL BALSAS,8.937083333333334,26.21,22.09166666666667,280.0,210.0,65.3,1.0,1.0
RIO BALSAS PUENTE IGNACIO CHAVEZ,2.0,11.7,14.2,10462.0,262.0,75.2,1.0,1.2606249999999999
AGUAS ARRIBA OBRA DE TOMA,2.0,10.0,321.821875,19863.0,9804.0,84.1,1.0,1.0
RIO BALSAS CORRIENTE IZQ PUENTE,2.0,45.79,10.0,24000.0,4600.0,62.2,1.0,1.0
RIO BALSAS 5,2.0,41.21,10.0,230.0,30.0,65.8,1.0,1.0
RIO BALSAS 7,2.0,39.13,10.0,24000.0,11000.0,65.1,1.0,1.0
RIO BALSAS 8,2.0,24.54,10.0,11000.0,2100.0,65.03645833333333,1.0,1.0
RIO BALSAS 11,2.0,26.21,10.0,90.0,3.0,50.1,1.0,1.0
RIO BALSAS 12,2.0,29.96,10.0,40.0,3.0,55.1,1.0,1.0
RIO BALSAS 13,2.0,27.04,10.0,230.0,103.91666666666667,57.7,1.0,1.0
RIO BALSAS 14,2.0,28.29,25.297916666666666,230.0,40.0,52.7,1.0,1.0
RIO BALSAS 15,2.0,29.54,10.0,230.0,90.0,52.8,1.0158333333333334,1.0
RIO BALSAS 16,2.0,16.63,10.0,230.0,40.0,57.3,1.0,1.0
RIO BALSAS 17,2.0,19.96,10.0,2225.1666666666665,90.0,50.3,1.0,1.0
RIO BALSAS 18,2.0,18.29,51.56041666666666,430.0,230.0,52.9,1.0,1.0
RIO BALSAS 19,2.0,29.96,10.0,4600.0,2400.0,66.5,1.0,1.0
RIO BALSAS 21,2.0,32.04,10.0,40.0,3.0,66.7,1.0,1.0
RIO BALSAS 22,2.0,22.947916666666668,10.0,140.0,90.0,68.3,1.0,1.0
RIO BALSAS 6,2.0,28.71,10.0,930.0,430.0,60.4,1.0,1.0
RIO BALSAS 4,9.823958333333332,29.667083333333334,10.0,390.0,230.0,57.7,1.0,1.0
RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,2.0,43.29,10.0,24000.0,24000.0,64.2,1.0,1.0
RIO LERMA 18,11.1,21.01458333333333,20.1,5172.0,199.0,33.6,1.0,1.0
RIO DUERO 2,14.3,18.39,27.4,24196.0,12033.0,39.4,1.0,1.0
RIO LERMA 56,9.2,56.31,300.0,20980.0,13596.145833333334,58.6,1.0,1.0
RIO LERMA 57,25.4,53.23,305.0,48840.0,19040.0,55.3,1.0,1.0
YURECUARO,19.1,63.23,477.5,247063.27083333334,10860.0,52.9,1.0,1.0
RIO LERMA 40,16.7,26.75,791.4,241960.0,193290.0,62.4,1.0,1.0
RIO LERMA 58,17.4,68.87,80.3,17329.0,15531.0,107.4,1.0,1.3383333333333332
RIO LERMA 59,15.4,48.62,75.6,12590.0,9600.0,50.2,1.0,1.0
AGUA ARRIBA DE LA PIEDAD,24.759583333333335,72.62,159.8,68670.0,64880.0,41.8,1.0,1.0
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),12.0,48.51,78.7,24196.0,24196.0,16.3,1.0,1.0
RIO LERMA 62,17.4,37.33,10.1,14136.0,2187.0,72.82916666666667,1.0,1.2606249999999999
RIO LERMA 61,18.1,21.74,30.3,4895.708333333333,373.0,82.2,1.0,1.0
RIO LERMA 60,37.4,110.15,1485.7,155222.47916666666,141360.0,94.0,1.0,1.0
RIO COAHUAYANA SAN VICENTE,15.7,19.23,262.3,15390.0,1600.0,82.0,1.0,1.0
RIO COAHUAYANA 3,15.2,64.77,323.7,17930.0,5551.8125,82.0,1.0,1.0
PUENTE COHUAYANA,14.8,19.23,388.7,17850.0,2690.0,91.4,1.0,1.0
DESEMBOCADURA  RIO COAHUAYANA 2,2.0,10.0,350.690625,48840.0,4080.0,62.9,1.0,1.0
RODILLA DEL DIABLO,2.0,10.0,10.0,1467.0,813.0,101.8,1.0,1.0
LA PASTORIA (CUPATITZIO),4.675,10.0,10.0,578.0,63.0,101.6,1.0,1.0
RIO LERMA 49,23.5,41.44,119.8,14136.0,4505.114583333333,41.1,1.0,1.0
RIO LERMA 47,23.7,51.51,67.9,24196.0,6131.0,71.0,1.0,1.0
RIO LERMA 22,15.7,67.85395833333332,73.7,24196.0,24196.0,65.6,1.0,1.0
RIO LERMA 46,20.2,35.18,61.9,24196.0,14136.0,100.9,1.0,1.0
RIO LERMA 38,11.4,111.38,243.4,32550.0,14210.0,49.3,1.0,1.0
CORRALES LSP,36.4,56.72,111.2,224700.0,57600.0,41.1,1.0,1.0
LA MINTZITA 2,2.0,10.0,10.0,98.0,51.0,71.7,1.0,1.0
MORELIA  (A) AGUAS ARRIBA,20.5,74.0,174.4,241960.0,241960.0,52.08958333333333,1.0,1.0
MORELIA  (A) AGUAS ABAJO,21.8,55.95,215.4,24196.0,24196.0,41.4,1.0,1.0
EL GIGANTE,4.4,23.74,398.3,24196.0,17081.5625,78.7,1.0,1.0
RIO LERMA 12,6.96,22.9,76.2,47410.890625,24196.0,79.0,1.0,1.0
PUENTE TUNGAREO,9.48,11.87,70.2,24196.0,24196.0,79.2,1.0,1.0
RIO LERMA 10,7.84,10.18,104.64791666666667,6867.0,1250.0,83.1,1.0,1.0
RIO LERMA 70,8.0,12.72,38.3,15531.0,512.0,97.7,1.0,1.0
RH12-2 LERMA,8.6,55.62,74.3,24196.0,15531.0,50.5,1.0,1.0
RIO AMECA 7 (RIO AMECA AGUAS ARRIBA DE AMATLAN DE CAÑAS),6.814791666666667,10.0,46.8,3410.5,216.0,103.0,1.0,1.0
RIO AMECA 9 (RIO AMECA AGUAS ABAJO DE AMATLAN DE CAÑAS),2.0,10.0,63.48333333333334,1650.0,160.0,113.4,1.0,1.0
RH12-10 LERMA (RIO GRANDE SANTIAGO/ LAS YEGUAS),3.6018749999999997,10.0,16.9,3270.8229166666665,131.0,73.6,1.0,1.0
RIO GRANDE DE SANTIAGO 22(RIO GRANDE DE SANTIAGO PRESA SAN RAFAEL),2.0,10.0,85.02708333333332,3341.2083333333335,119.0,72.0,1.0,1.0
RIO GRANDE DE SANTIAGO 21 (AGUAMILPA),2.0,10.0,28.6,24196.0,278.0,53.8,1.0,1.0
EL VENADO,2.0,10.0,50.9,4352.0,489.0,100.9,1.0,1.0
RIO SAN PEDRO 16,4.16,36.21,17.2,2908.9583333333335,62.0,101.0,1.0,1.0
DESP. DE LA DESCARGA MUNICIPAL RUIZ,2.0,10.0,46.9,3654.0,41.0,106.1,1.0,1.0
RIO SAN PEDRO 19,2.0,10.0,35.7,1236.0,31.0,107.4,1.0,1.0
VADO DE SAN PEDRO,8.163333333333332,10.0,42.7,2098.0,63.0,103.6,1.0,1.0
RIO SAN PEDRO 17,7.4,13.44,150.6,15650.0,1550.0,88.6,1.0,1.0
TUXPAN,6.4,14.28,243.0,19560.0,2500.0,77.4875,1.0,1.0
RH11-1 PRESIDIO-SAN PEDRO ( LA BATANGA),2.0,10.0,24.4,5172.0,1150.5,58.4,1.0,1.0
RIO SAN PEDRO 14 ( EMBARCADERO LA BATANGA),2.0,10.0,24.1,3113.125,41.0,64.0,1.0,1.0
MEXCALTITAN (EMBARCADERO),9.460625,12.6,39.7,2613.0,171.0,71.7,1.0,1.0
MARISMAS NACIONALES 5,2.0,54.38166666666667,23.8,9804.0,31.0,65.2,1.0,1.0
