SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
REPRESA HIDRAULICA DEL RIO,2.0,16.72,25.0,2755.0,3.0,82.55,1.0058,1.1069
PRESA INTERNACIONAL LA AMISTAD 5,2.0,10.0,25.2,384.0,3.0,71.4958,1.0,1.0
PRESA INTERNACIONAL LA AMISTAD 6,2.0,10.0,10.0,345.0,3.0,71.4396,1.0,1.0
PRESA INTERNACIONAL LA AMISTAD 1,2.0,18.39,10.0,1607.0,3.0,81.0031,1.0,1.0
PRESA INTERNACIONAL LA AMISTAD 2,2.0,10.0,18.9,3514.375,31.0,87.2917,1.0,1.0052
PRESA INTERNACIONAL LA AMISTAD 3,2.0,17.56,10.0,1779.9531,10.0,81.9521,1.0,1.0
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,2.0,10.0,10.0,1782.0,3.0,81.9521,1.0,1.0
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  3,2.0,10.0,10.0,2359.0,3.0,77.7875,1.0058,1.1069
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  4,2.0,10.0,10.0,663.0,3.0,74.1187,1.0,1.0
LAGUNA VALLE DE LAS GARZAS MANZANILLO,16.7753,38.659,39.1,24196.0,169946.9583,71.9229,1.1119,1.1644
CARRETERA LIBRE CRUCERO DE CUYUTLAN,21.8593,62.0175,92.1,11199.0,2929.3854,63.8458,1.0083,1.2606
LAGUNA DE SANTIAGUILLO 1,3.7,20.9,10.0,1320.0,630.0,68.7385,1.0,1.0
CIENEGAS DE LERMA 3,58.56,89.37,22.0,120.0,75.0,70.5875,1.0,1.0042
TOLUCA NORTE  (A) AGUAS ABAJO,123.75,187.64,70.4,241960.0,241960.0,52.0896,1.0,2.12
PRESA VILLA VICTORIA 2,47.4,61.92,44.0,120.0,39.0,72.0875,1.0,1.0042
PRESA VILLA VICTORIA 1,20.82,38.4,16.0,460.0,240.0,68.9563,1.0,1.0
CORTINA PRESA VALLE DE BRAVO,21.9,35.04,20.0,2400.0,460.0,69.3146,1.0096,1.1825
LAG. DE ALMOLOYA DEL RIO,93.91,162.84,38.0,460.0,150.0,68.3708,1.0158,1.0
LAGUNA DE ALMOLOYA DEL RIO,81.61,144.71,44.0,1100.0,120.0,68.1844,1.0,1.0
PRESA ZIMAPAN FRENTE A LA CONFLUENCIA CON EL RÍO SAN JUAN DEL RÍO,2.0,10.0,114.2,11199.0,85.0,70.701,1.0083,1.2606
RIO LERMA 29,2.0,118.26,92.3,24196.0,24196.0,60.4688,1.0,1.0
PRESA SOLIS 1,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 3,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 2,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 4,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 5,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 7,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 6,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
RÍO GUANAJUATO,65.0,101.59,24.0,24196.0,24196.0,61.1375,1.0,1.0
AGUAS ARRIBA RIO LAJA,36.8,85.44,57.5,6488.0,1624.0,86.3,1.0,1.0
LAGO DE YURIRIA 6,2.0,27.98,10.0,98.0,10.0,74.0583,1.0,1.0129
LAGO DE YURIRIA 3,4.42,23.74,29.3,241.0,62.0,71.225,1.0,1.0
LAGO DE YURIRIA 2,2.0,30.49,19.2,86.0,3.0,77.9979,1.0573,1.0212
LAGO DE YURIRIA 5,2.0,27.14,14.8,122.0,10.0,74.2,1.0,1.0042
RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,488.0,614.87,88.0,24196.0,24196.0,30.9812,1.0,19.61
LAGUNA TRES PALOS 2,18.1557,27.1193,16.0,40.0,17.375,77.3312,1.0573,1.0344
LAGUNA TRES PALOS 3,16.5763,26.164,37.9,90.0,37.6667,73.7563,1.0315,1.0042
LAGUNA DE COYUCA 1,18.1557,27.1193,13.0,40.0,17.375,77.3312,1.0573,1.0344
LAGUNA DE COYUCA 2,8.1302,23.0517,10.0,1500.0,1371.7083,67.0958,1.0042,1.1344
LAGUNA DE MITLA 1,3.86,21.21,10.0,3.0,3.0,75.7729,1.0573,1.0344
LAGUNA DE MITLA 2,5.43,29.54,13.0,3.0,3.0,75.7729,1.0573,1.0344
"GUERRERO SEG 42, 1 ISA10B",14.6515,24.7852,19.0,750.0,224.4792,71.0229,1.0,1.0
"GUERRERO SEG 42, 2 ISA10B",9.1627,25.4858,18.0,1200.0,1380.1042,69.4896,1.0,1.0479
RIO BALSAS 3,10.2779,22.7021,10.0,24196.0,175995.4167,72.0958,1.1119,1.2377
PRESA EL CARACOL 1,2.0,27.88,10.0,750.0,430.0,68.5438,1.0,1.0
PRESA EL CARACOL 3,2.0,26.63,11.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA EL CARACOL 2,2.0,28.29,10.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA EL CARACOL 4,2.0,30.79,40.0,1500.0,750.0,75.0125,1.0,1.0
PLAYA TORTUGUERA CAHUITLAN 3,8.8333,24.299,300.0,1500.0,1363.6042,67.0958,1.0042,1.1344
LAGO DE TUXPAN 1,2.0,29.54,14.0,930.0,230.0,70.4573,1.0,1.0
LAGO DE TUXPAN 2,2.0,31.63,11.0,2400.0,1500.0,71.0938,1.0042,1.1344
OBRA DE TOMA PRESA REQUENA (OTPR),25.38,44.74,26.0,210.0,210.0,66.1208,1.0158,1.0
MANANTIAL DE LA LAGUNA DE HUEYAPAN,23.28,50.34,10.0,43.0,43.0,76.0979,1.0573,1.0344
LAGUNA DE TEJOCOTAL 1,2.0,24.96,29.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA OMILTEMETL 2,2.57,27.88,13.0,3.0,3.0,75.7729,1.0573,1.0344
LA ISLETA LAGUNA DE TECOCOMULCO,16.98,29.04,30.0,240.0,240.0,63.6333,1.0158,1.0
THALIMEDES LAGUNA TECOCOMULCO,23.28,35.7,18.0,150.0,75.0,70.0333,1.0,1.0042
PRESA ZIMAPAN 3,27.9,34.75,10.0,23.0,23.0,77.3188,1.0573,1.0344
PRESA ZIMAPAN 4,19.98,26.66,12.0,210.0,120.0,66.8708,1.0158,1.0
PRESA ENDHÓ 4,104.11,198.46,56.0,2400.0,2400.0,66.2021,1.0044,1.15
PRESA ENDHÓ 3,60.72,134.85,18.0,2400.0,2400.0,67.0021,1.0044,1.15
PRESA ENDHÓ 2,27.12,35.82,16.0,2400.0,1100.0,67.8687,1.0079,1.2152
PRESA ENDHÓ 1,408.0,588.7,10.0,2400.0,1100.0,66.875,1.0079,1.2152
RIO BALSAS 1,10.2779,22.7021,10.0,24196.0,175995.4167,72.0958,1.1119,1.2377
LAGUNA COSTERA EL CAIMAN 2,6.2,23.41,10.0,24196.0,24196.0,60.4688,1.099,2.2498
LAGUNA COSTERA EL CAIMAN 4,4.02,38.18,10.0,1439.0,52.0,76.3573,1.0,1.0
LAGUNA COSTERA EL CAIMAN 5,4.46,32.97,10.0,1725.0,235.0,81.9615,1.0,1.0
PRESA LA VILLITA 2,2.0,29.13,10.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA LA VILLITA 5,2.0,28.71,10.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA LA VILLITA CENTRO,2.0,30.38,10.0,3.0,3.0,75.7729,1.0573,1.0344
RIO BALSAS 12 BIS,2.0,31.63,10.0,230.0,3.0,71.1875,1.0,1.0042
PRESA LA VILLITA 5,2.0,25.79,10.0,40.0,3.0,77.8646,1.0573,1.0344
PRESA INFIERNILLO 2,2.0,43.71,10.0,430.0,150.0,70.1625,1.0,1.0
PRESA INFIERNILLO 3,2.0,27.04,10.0,90.0,40.0,74.0854,1.0,1.0129
PRESA INFIERNILLO 7,2.0,31.21,10.0,140.0,90.0,68.8813,1.0,1.0042
PRESA INFIERNILLO 1,2.0,33.29,10.0,3.0,3.0,75.7729,1.0573,1.0344
PRESA INFIERNILLO 4,2.0,29.96,10.0,3.0,3.0,75.7729,1.0573,1.0344
RIO BALSAS 2,9.2488,26.395,10.0,218.0,103.9167,66.9146,1.0158,1.0
RIO ANGULO,9.2,56.82,92.8,24196.0,15531.0,76.0,1.0108,1.0
LAGUNA DE ZACAPU 2,2.0,10.0,13.2,288.0,52.0,72.5229,1.0,1.0
LAGUNA DE ZACAPU 1,2.0,10.0,15.2,3.0,3.0,76.275,1.0573,1.0344
LAGUNA DE ZACAPU 3,2.0,10.0,35.4,3.0,3.0,76.275,1.0573,1.0344
LAGO DE PATZCUARO 9,2.0,15.34,88.0979,1019.0,364.0,68.9427,1.0,1.0
LAGO DE PATZCUARO 10,11.8,39.46,15.5,504.0,3.0,71.8458,1.0,1.0
PATZCUARO CUELLO DEL LAGO,2.0,51.77,11.0,379.0,41.0,69.8,1.0,1.0
LAGO DE PATZCUARO 5,19.2,56.97,27.7,1870.0,200.0,83.2271,1.0,1.0
PATZCUARO SENO QUIROGA,12.9,37.92,13.3,2046.0,10.0,86.8333,1.0058,1.1017
LAGO DE PATZCUARO 6,16.4,66.13,49.5,4710.0,310.0,80.1667,1.0,1.0
LAGO DE PATZCUARO 8,14.3,63.64,30.3,213.0,20.0,69.9,1.0,1.0042
LAGO DE PATZCUARO 7,2.0,19.6,14.8,1296.0,10.0,73.6531,1.0,1.0
LAGO DE PATZCUARO 4,2.0,33.74,17.4,1396.0,3.0,75.7094,1.0,1.0
PATZCUARO AREA DE ISLAS,11.5,37.67,41.3,1616.0,3.0,81.0031,1.0,1.0
LAGO DE PATZCUARO,2.0,10.0,32.3,708.0,10.0,74.0292,1.0,1.0
PATZCUARO SENO JANITZIO,11.7,45.18,18.2,1100.0,100.0,69.0344,1.0,1.0
LAGO DE PATZCUARO 2,12.1,51.51,68.5,980.0,200.0,71.076,1.0,1.0
PATZCUARO SENO DE ERONGARICUARO,2.0,11.93,57.5,4960.0,100.0,81.9042,1.0,1.0
LAGO DE PATZCUARO 3,2.0,45.18,37.1,3873.0,3.0,84.5104,1.0,1.0
PATZCUARO (JANITZIO - PATZCUARO),13.1,33.56,76.4,860.0,200.0,73.3156,1.0,1.0
PATZCUARO MUELLE PRINCIPAL,5.0,10.0,61.3,776.0,189.0,72.9146,1.0,1.0
LAGO DE PATZCUARO 1,2.0,10.0,24.3,146.0,86.0,70.0333,1.0,1.0042
LAGO ZIRAHUEN - ENTRADA 1,2.0,10.0,10.0,10.0,3.0,76.275,1.0573,1.0344
LAGO ZIRAHUEN MUELLE PRINCIPAL,2.0,10.0,10.0,211.0,146.0,66.8958,1.0158,1.0
LAGO ZIRAHUEN CENTRO,2.0,10.0,10.0,3.0,3.0,76.275,1.0573,1.0344
PRESA COINTZIO 2,15.4,21.84,11.2,85.0,41.0,74.0854,1.0,1.0129
PRESA COINTZIO 3,2.0,10.0,10.0,262.0,41.0,72.7521,1.0,1.0
PRESA COINTZIO 4,2.0,10.0,10.0,336.0,3.0,72.7229,1.0,1.0
LA MINTZITA 1,2.0,10.0,10.0,31.0,20.0,77.3646,1.0573,1.0344
MANANTIAL LA MINTZITA,2.0,10.0,10.0,185.0,161.0,66.1917,1.0158,1.0
CUITZEO ESTACION QUERENDARO,10.1,126.64,38.3,19863.0,633.0,75.3417,1.0,1.0156
LAGO DE CUITZEO 11,17.9,102.28,51.8,24196.0,142.0,68.8792,1.0227,1.0156
LAGO DE CUITZEO 9,7.1,81.69,86.6,8840.0,200.0,82.3167,1.0,1.0
LAGO DE CUITZEO 7,78.6,105.62,33.0,4106.0,3.0,83.2854,1.0,1.0
PRESA EL BOSQUE 3,2.0,10.0,10.0,1872.0,63.0,82.7667,1.0,1.0
PRESA EL BOSQUE 2,9.52,12.72,17.6,3654.0,1137.0,80.8521,1.0,1.0
PRESA EL BOSQUE 1,2.0,10.0,11.2,1259.0,52.0,71.3385,1.0,1.0
LAGO DE CAMECUARO 1,2.0,10.0,10.0,97.0,52.0,73.6521,1.0,1.0042
CUITZEO MARIANO ESCOBEDO,4.92,105.44,30.7,24196.0,185.0,68.8792,1.0227,1.0156
LAGO DE CAMECUARO 2,2.0,10.0,10.0,246.0,109.0,68.6125,1.0,1.0
LAGO DE CAMECUARO 3,4.02,14.21,10.0,393.0,121.0,68.7604,1.0,1.0
CUITZEO LA ORTIGA,7.82,69.13,36.6,3873.0,62.0,84.3396,1.0,1.0
LAGUNA AGUA GRANDE 5 (ESTERO TEACAPAN 5),4.8715,21.0375,19.3,3873.0,923.7083,81.1438,1.0,1.0
LAGUNA AGUA GRANDE DESEMBOCADURA (ESTERO TEACAPAN DESEMBOCADURA),18.3993,28.3616,40.2,63.0,20.0833,78.9521,1.0573,1.0212
PASO DE LA YESCA,5.43,30.755,14.35,196.5,3.0,71.4604,1.0,1.0042
PRESA EL CAJON 5,9.4,24.24,20.3,20.0,3.0,75.7729,1.0573,1.0344
PRESA EL CAJON 4,10.9,12.54,11.2,10.0,3.0,75.7729,1.0573,1.0344
ESTERO TEAPAQUEÑO PUENTE LA COMPUERTA,10.5652,24.7661,10.0,2495.0,1649.1875,69.525,1.0042,1.1344
PRESA SOLIDARIDAD 1(P.H. AGUAMILPA 1 CORTINA),7.2,10.0,10.0,218.0,3.0,71.1875,1.0,1.0042
PRESA SOLIDARIDAD 2 (P.H. AGUAMILPA 2),2.0,10.0,10.0,384.0,20.0,69.9958,1.0,1.0
PRESA SOLIDARIDAD 5 (P.H. AGUAMILPA 5),2.0,10.0,10.0,529.0,3.0,72.4,1.0,1.0
PRESA SOLIDARIDAD 3 (P.H. AGUAMILPA 3),2.0,10.0,10.0,189.0,10.0,71.4604,1.0,1.0042
PRESA SOLIDARIDAD 4 (P.H. AGUAMILPA 4),2.0,72.03,10.0,1430.0,10.0,76.3573,1.0,1.0
PRESA SOLIDARIDAD 6 (P.H. AGUAMILPA 6 LAS ADJUNTAS),2.0,10.0,14.6,110.0,3.0,74.5854,1.0,1.0129
PRESA SOLIDARIDAD 7 (P.H. AGUAMILPA 7 DESEMBOCADURA DEL RIO HUAYNAMOTA),2.0,10.97,10.0,520.0,3.0,71.3333,1.0,1.0
RIO SAN PEDRO 12,8.4758,28.0035,34.4,393.0,161.0417,67.9854,1.0,1.0
RIO SAN PEDRO 11 (BOCA DE CAMICHIN),7.8023,26.2644,10.2,520.0,177.5208,69.6229,1.0,1.0
DESEMBOCADURA RIO SAN PEDRO,3.9442,18.5865,20.6,1664.0,1378.75,69.8417,1.0042,1.1344
RIO SAN PEDRO 10  (EL SESTEO),11.4025,26.9489,17.8,2382.0,1714.9792,69.3417,1.0042,1.1344
LAGO LA CAMALOTA,3.58,10.0,10.0,2354.0,253.0,75.5542,1.0038,1.086
LA TOVARA 3 (ESTERO EL CONCHAL),5.6088,17.6756,20.9,6488.0,1095.1875,85.9188,1.0,1.0
LAGUNA DE SANTA MARIA DEL ORO 1 (RESTAURANT LA MATA),2.0,10.0,10.0,161.0,3.0,71.2542,1.0,1.0042
LAGUNA DE SANTA MARIA DEL ORO 2  A LA ALTURA DEL RESTAURANT EL DESAGUE,6.76,10.0,10.0,199.0,3.0,71.3479,1.0,1.0042
PESCADERO (POBLADO),2.0,16.64,57.4,24196.0,31.0,68.8792,1.0227,1.0156
LAGUNA AGUA BRAVA 3,7.554,24.8125,68.2,556.0,180.7708,71.9,1.0,1.0
LAGUNA AGUA BRAVA 4,7.9521,29.0598,40.0,295.0,122.6875,70.1208,1.0158,1.0
LAGUNA AGUA BRAVA 2,7.85,26.5681,68.9,504.0,185.3542,69.3229,1.0,1.0
LAGUNA AGUA BRAVA 1,17.6627,26.1675,40.4,1112.0,1358.7708,65.4625,1.0,1.0
PIMIENTILLO (EMBARCADERO),6.7646,27.1485,38.3,4611.0,991.9583,74.8333,1.0,1.0
CANAL DE CUAUTLA,8.5706,26.8571,22.3,279.0,110.875,71.2729,1.0158,1.0
DESEMBOCADURA LAGUNA AGUA BRAVA,17.8726,27.1193,21.0,52.0,17.375,78.175,1.0573,1.0212
LAGUNA AGUA GRANDE 2,9.4123,28.5406,24.6,355.0,163.6667,65.7604,1.0158,1.0
ESTERO CUAUTLA PUERTA DEL RIO,4.409,20.4497,10.9,2247.0,1311.3333,69.4812,1.0042,1.1344
"EMBARCADERO ""OTATITOS""",7.7546,26.2646,10.0,448.0,158.375,69.9333,1.0,1.0
EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),18.2164,47.2391,595.2802,116050.0,31368.7292,71.2229,1.0321,2.1075
BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),7.4494,23.2597,127.4458,15000.0,5244.6771,72.4667,1.0,1.0
EMERGENCIA HIDROECOLOGICA (AGUA ARRIBA DEL PUNTO DE AFECTACIÓN),256.3545,2381.18,516.8689,11286734.6667,813730.0,28.6958,1.3279,6.6183
EMERGENCIA HIDROECOLOGICA( AGUA ABAJO DEL PUNTO DE AFECTACIÓN),33.0062,101.74,1808.1573,69411.1458,18974.1042,72.3646,1.0,2.1075
RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,60.2,162.83,117.78,23000000.0,813730.0,28.6958,1.3279,6.6183
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66.0,196.51,412.5,11000.0,4600.0,65.6562,1.0,1.0
PRESA NECAXA 2,12.67,33.71,22.0,430.0,230.0,66.4229,1.0,1.0
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 8,2.0,71.21,18.0,430.0,230.0,64.7812,1.0,1.0
PRESA TENANGO,3.5,75.38,16.0,110.0,70.0,72.7333,1.0,1.0042
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 7,2.0,61.63,15.0,210.0,110.0,66.3833,1.0158,1.0
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 5,2.0,63.71,10.0,230.0,90.0,68.3812,1.0158,1.0
AF-1 RIO CHIQUITO,540.0,895.88,440.0,24000.0,24000.0,31.5729,1.63,1.0
"RA-8 RIO XOCHIAC, AGUAS ARRIBA DE LA CONFLUENCIA CON COLECTOR EL CARMEN",760.0,1426.06,500.0,2400.0,230.0,70.2833,9.17,13.51
NEXAPA LOS MOLINOS P1 (31),10.76,18.67,10.0,10453.0729,2660.4375,65.5281,1.0083,1.2606
NEXAPA-LAS FAJANAS P1 (33),99.2,170.16,102.0,337510.7917,138015.9375,51.8708,1.0954,2.6206
PRESA MANUEL AVILA CAMACHO 6,22.67,73.71,21.0,24000.0,24000.0,58.3438,1.0,1.0
MANUEL AVILA CAMACHO (OBRA DE TOMA) P1(32),19.8,39.21,16.0,11615.0,90.0,70.2385,1.0083,1.2606
ATOYAC DESPUES DE LA CONFLUENCIA DEL ZAHUAPAN,126.67,185.09,104.7,24000.0,24000.0,26.2,1.0,2.2408
ATOYAC ANTES DE LA CONFLUENCIA DEL ZAHUAPAN,145.0,225.09,166.7,24000.0,24000.0,22.1,1.0,4.4529
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",1680.0,2800.0,265.0,387300.0,34500.0,51.8542,1.0,2.6206
"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",182.0,721.67,504.0,241960.0,43520.0,55.4,2.73,17.24
PRESA ZIMAPAN 2,22.5,32.37,82.0,43.0,15.0,74.5625,1.0573,1.0212
BOMBAS DE LA PRESA INFIERNILLO,2.0,10.0,40.5,1250.0,10.0,73.5156,1.0,1.0
JALPAN,2.0,10.0,10.0,586.0,97.0,74.7896,1.0,1.0
MANGLARES DE NICHUPTE 4,18.418,30.462,24.0,3.0,16.2292,77.3188,1.0573,1.0344
LAGUNA DE NICHUPTE 4,15.5171,25.0931,29.0,93.0,37.5417,72.6229,1.0,1.0042
LAGUNA DE NICHUPTE 2,18.418,30.462,28.0,3.0,16.2292,77.3188,1.0573,1.0344
MANGLARES DE NICHUPTE 1,18.418,28.6134,28.0,9.0,16.2292,77.3188,1.0573,1.0344
MANGLARES DE NICHUPTE 2,18.418,28.6134,32.0,7.0,16.2292,77.3188,1.0573,1.0344
ARRECIFE DE PUERTO MORELOS 1,18.418,28.6134,32.0,23.0,16.2292,77.3188,1.0573,1.0344
PLAYA MAYA,22.4253,35.2136,286.0,3.0,22.9792,73.9896,1.0573,1.0302
SIAN KA AN 12,18.418,28.6134,36.0,23.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 6,18.418,28.6134,17.0,9.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 5,18.9555,31.6949,113.0,3.0,16.0625,76.4729,1.0573,1.0344
SIAN KA AN 10,18.418,30.462,30.0,3.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 4,18.418,30.462,44.0,3.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 3,18.418,30.462,48.0,3.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 9,18.418,30.462,35.0,3.0,16.2292,77.3188,1.0573,1.0344
SIAN KA AN 2,18.418,30.462,26.0,3.0,16.2292,77.3188,1.0573,1.0344
LAGUNA SIAN KAAN 4,18.418,30.462,30.0,3.0,16.2292,77.3188,1.0573,1.0344
BAHIA PRINCIPE 1,18.418,30.462,41.0,3.0,16.2292,77.3188,1.0573,1.0344
AKUMAL 2 BEACH RESORT (HOTEL),18.418,30.462,59.0,3.0,16.2292,77.3188,1.0573,1.0344
PUERTO AVENTURAS 3,18.418,30.462,34.0,3.0,16.2292,77.3188,1.0573,1.0344
PLAYA XCALACOCO / CARMEN 6,18.418,30.462,45.0,3.0,16.2292,77.3188,1.0573,1.0344
MANGLARES Y HUMEDALES DEL NORTE DE LA ISLA DE COZUMEL 1,17.6627,26.1675,44.0,1100.0,1358.7708,64.6438,1.0,1.0
PARQUE NACIONAL ARRECIFE DE COZUMEL 1,18.418,28.6134,66.0,23.0,16.2292,77.3188,1.0573,1.0344
PARQUE NACIONAL ARRECIFE DE COZUMEL 3,17.6627,26.1675,53.0,1100.0,1358.7708,65.3167,1.0,1.0
PARQUE NACIONAL ARRECIFE DE COZUMEL 2,7.8023,25.8323,55.0,460.0,163.8542,69.9333,1.0,1.0
XCALAK 2,18.418,30.462,35.0,3.0,16.2292,77.3188,1.0573,1.0344
PARQUE NACIONAL ARRECIFES DE XCALAK 2,18.418,30.462,32.0,3.0,16.2292,77.3188,1.0573,1.0344
LAGUNA DE CHICHANKANAB 1,14.97,25.7,14.0,1100.0,240.0,68.0031,1.0,1.0
LAGUNA BACALAR 3,14.97,23.91,10.0,210.0,120.0,66.8708,1.0158,1.0
