SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
RIO SABINAS 3,2,10,10,933,84,105.3,1,1
RIO SABINAS 2,2,10,10,1081,10,106.8,1,1
RIO SABINAS 1,2,10,13.2,1500,10,107.1,1,1
TOMA DE AGUA DE CFE,2,10,24.2,1793,20,123.4,1,1
RIO BRAVO 11,2,10,18.5,2046,175,136.5,1,1
AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,2,10.82,20,24196,1266,109.2,1,1
PUENTE INTERNACIONAL PIEDRAS NEGRAS,2,10,20,2359,279,128.8,1,1
RIO BRAVO POBLADO BALCONES,2,10,10.5,6131,144,114.1,1,1
PARQUE INDUSTRIAL ACUÑA,2,22.57,10,1872,20,119,1,1
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,2,10,10,2359,3,94.7,1,1
MANANTIAL ZACUALPAN,2,10,10,161,10,86.2,1,1
EL CHICAL,22.3,25.79,107.8,24196,1785,96.1,1,1
PUENTE PUEBLO JUAREZ,2,10,80.7,15531,305,98.1,1,1
DREN ASMOLES,9.4,14.21,100.8,24196,309,79.9,1,1
LA CUMBRE,2,26.75,10,24196,185,108.5,1,1
A.P. EL NARANJAL,2,10,10,203,189,86.1,1,1
A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,2,10,11.2,3076,1182,87.6,1,1
DERIVADORA JALA 1,2,10,10,9804,110,96,1,1
AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,2,29.26,10,5172,295,111.7,1,1
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,2,12.54,19,5172,318,108.9,1,1
RIO PIAXTLA 6,2,10,10,3,3,100.3,1,1
"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",12,42.72,48,880,359,72.9,1,1
DERIVADORA FRANCISCO VILLA,19.5,36.21,22.5,2143,771,141.4,1,1
RH12-1 LERMA,16.08,32.64,52,2400,460,53,1,1
RIO LERMA 3,47.28,70.08,56,2400,1100,39.5,1,1
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),46.2,70.56,68,2400,460,10.7,1,1
RIO LERMA 67,45.24,74.88,52,2400,2400,25.7,1,1
RIO LERMA 65,30.3,75.36,112,2400,1100,23.5,1,1
RIO LERMA 5,35.04,51.36,36,1100,460,10,1,1
RIO LERMA 68,55.56,83.61,74,2400,2400,10,1,1
RIO LERMA 6,54,67.2,70,2400,2400,37.8,1,1
RIO LERMA 7,40.2,55.68,68,2400,2400,10,1,1
ATLACOMULCO,7.2,44.08,43.1,6131,5172,36.6,1,1
SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,15.33,27.36,20,15,7,53,1,1
RIO LERMA 11,13.74,24.13,34,120,120,47.1,1,1
PUENTE SOLIS(DIF),14.22,30.16,80,20,9,59.7,1,1
RIO LERMA 9,45.72,70.99,62,2400,240,49.2,1,1
RIO LERMA 8,49.08,72.38,18,2400,460,30.3,1,1
RM6 AGUAS ARRIBA DE LA PRESA SAN ILDEFONSO,4.72,15.05,10,959,464,96.4,1,1
PENJAMO,10.3,66.82,86,12230,4570,47.2,1,1
RIO LERMA 35,9.9,28.29,130.5,3255,794,46.2,1,1
RIO LERMA 15,2,26.16,16.1,2481,41,152.2,1,1
RIO LERMA 37,7.8,19.14,36.5,9804,3076,53,1,1
ARMADILLO,8.2,17.47,37.3,2755,422,60.1,1,1
RIO LERMA 24,8.1,16.64,76.1,24196,3873,27.2,1,1
SANTA JULIA,12.4,28.42,183.4,7030,1990,43.5,1,1
AF-6 RIO COLORADO,2,10,10,439,292,83.3,1,1
DESEMBOCADURA RIO SANTA CATARINA 1,2.29,45.38,26,230,90,47.6,1,1
"SALMITEX, S.A. DE C.V. (AGUAS ABAJO)",19.56,40.94,12,2400,460,44.3,1,1
"PILGRIM´S PRIDE, S.A. DE C.V. AGUAS ARRIBA RIO TEPEJI",12.72,17.14,26,460,460,41.5,1,1
PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),15.57,30.01,10,2400,1100,61,1,1
RH26-3 PANUCO,24.6,34.27,16,2400,2400,67.3,1,1
RH26-7 PANUCO,46.68,61.88,38,2400,1100,74.9,1,1
RIO TULA (PUENTE DE FIERRO),11.1,22.26,26,240,240,60.1,1,1
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),13.05,25.17,16,460,460,72.9,1,1
SOLEDAD DE COYUL,3.92,10,22,3,3,107.4,1,1
PALO VERDE,3.94,10,16,3,3,103.2,1,1
HUATEPANGO,2.15,10,18,52,41,116.3,1,1
BOCA DEL RIO,4.92,10,10,3,3,93.5,1,1
CAÑITAS,4.36,10,10,20,10,106.1,1,1
TERMOELECTRICA P. ELIAS CALLES  DESCARGA AL BALSAS,2,26.21,10,280,210,65.3,1,1
RIO BALSAS PUENTE IGNACIO CHAVEZ,2,11.7,14.2,10462,262,75.2,1,1
RIO BALSAS CORRIENTE IZQ PUENTE,2,45.79,10,24000,4600,62.2,1,1
RIO BALSAS 5,2,41.21,10,230,30,65.8,1,1
RIO BALSAS 8,2,24.54,10,11000,2100,65.9,1,1
RIO BALSAS 11,2,26.21,10,90,3,50.1,1,1
RIO BALSAS 12,2,29.96,10,40,3,55.1,1,1
RIO BALSAS 13,2,27.04,10,230,90,57.7,1,1
RIO BALSAS 14,2,28.29,10,230,40,52.7,1,1
RIO BALSAS 15,2,29.54,10,230,90,52.8,1,1
RIO BALSAS 16,2,16.63,10,230,40,57.3,1,1
RIO BALSAS 17,2,19.96,10,230,90,50.3,1,1
RIO BALSAS 18,2,18.29,10,430,230,52.9,1,1
RIO BALSAS 19,2,29.96,10,4600,2400,66.5,1,1
RIO BALSAS 21,2,32.04,10,40,3,66.7,1,1
RIO BALSAS 22,2,34.54,10,140,90,68.3,1,1
RIO BALSAS 6,2,28.71,10,930,430,60.4,1,1
RIO BALSAS 4,2,29.54,10,390,230,57.7,1,1
RIO LERMA 18,11.1,42.03,20.1,5172,199,33.6,1,1
RIO LERMA 62,17.4,37.33,10.1,14136,2187,83.4,1,1
RIO LERMA 61,18.1,21.74,30.3,5794,373,82.2,1,1
RODILLA DEL DIABLO,2,10,10,1467,813,101.8,1,1
LA PASTORIA (CUPATITZIO),2,10,10,578,63,101.6,1,1
RIO LERMA 49,23.5,41.44,119.8,14136,8664,41.1,1,1
RIO LERMA 47,23.7,51.51,67.9,24196,6131,71,1,1
LA MINTZITA 2,2,10,10,98,51,71.7,1,1
RIO LERMA 10,7.84,10.18,65.5,6867,1250,83.1,1,1
RIO LERMA 70,8,12.72,38.3,15531,512,97.7,1,1
RIO AMECA 7 (RIO AMECA AGUAS ARRIBA DE AMATLAN DE CAÑAS),2,10,46.8,1523,216,103,1,1
RIO AMECA 9 (RIO AMECA AGUAS ABAJO DE AMATLAN DE CAÑAS),2,10,37.4,1650,160,113.4,1,1
RH12-10 LERMA (RIO GRANDE SANTIAGO/ LAS YEGUAS),2,10,16.9,24196,131,73.6,1,1
RIO GRANDE DE SANTIAGO 22(RIO GRANDE DE SANTIAGO PRESA SAN RAFAEL),2,10,10,9884,119,72,1,1
RIO GRANDE DE SANTIAGO 21 (AGUAMILPA),2,10,28.6,24196,278,53.8,1,1
EL VENADO,2,10,50.9,4352,489,100.9,1,1
RIO SAN PEDRO 16,4.16,36.21,17.2,2489,62,101,1,1
DESP. DE LA DESCARGA MUNICIPAL RUIZ,2,10,46.9,3654,41,106.1,1,1
RIO SAN PEDRO 19,2,10,35.7,1236,31,107.4,1,1
VADO DE SAN PEDRO,2,10,42.7,2098,63,103.6,1,1
RIO SAN PEDRO 17,7.4,13.44,150.6,15650,1550,88.6,1,1
RH11-1 PRESIDIO-SAN PEDRO ( LA BATANGA),2,10,24.4,5172,3,58.4,1,1
RIO SAN PEDRO 14 ( EMBARCADERO LA BATANGA),2,10,24.1,14136,41,64,1,1
MEXCALTITAN (EMBARCADERO),2.16,12.6,39.7,2613,171,71.7,1,1
MARISMAS NACIONALES 5,2,10,23.8,9804,31,65.2,1,1
RIO SAN PEDRO 13,2,10,28.5,8164,41,58.7,1,1
RIO GRANDE DE SANTIAGO 36 (VILLA JUAREZ),2,10,46.7,6131,609,92.8,1,1
RIO GRANDE DE SANTIAGO 34 (PUERTA DE MANGOS),10.4,13.44,32,9208,987,87.9,1,1
RIO GRANDE DE SANTIAGO 32 (SOBRE EL PUENTE DE LA PRESA SANTIAGO),4.08,10,25,8664,2400,90.1,1,1
RIO GRANDE DE SANTIAGO 30,14.7,16.8,35.9,15531,6867,91.9,1,1
RIO GRANDE DE SANTIAGO 28,2,10,17.7,17329,5172,79.4,1,1
EL JILEÑO,11,13.44,16.6,10462,3076,84.8,1,1
RIO GRANDE DE SANTIAGO 37 (BOCA DEL ASADERO),18.3,20.16,33.5,6488,315,68.5,1,1
RIO AMECA 6 (RIO AMECA SAN JOSE DEL VALLE,8.7,10,130.1,24196,2809,105.6,1,1
RIO ACAPONETA 7,2,10,20.2,6488,226,106.8,1,1
ACAPONETA (ACAPONETA),2,10,18.4,6131,216,112.9,1,1
RIO ACAPONETA 1,2,10,74.7,15531,298,56.8,1,1
"RA-19 RIO SAN FRANCISCO, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",24,95.79,10,4600,2100,16.3,1,1
ER2 BARRANCA SAN ANTONIO AGUAS ABAJO DE COLECTOR INDUSTRIAL PUEBLA 2000,31,133.29,20,2400,1500,13.1,1,1
RIO TECOLUTLA 1,2,31.63,29,4600,2400,90.4,1,1
RIO CAZONES 1,2,38.71,10,11000,4600,70.3,1,1
LAZARO CARDENAS,2,39.96,10,11000,2100,65.6,1,1
RIO CAZONES 5,2,45.79,10,4600,2400,69.2,1,1
VILLA AVILA CAMACHO,3.17,35.79,10,2400,1500,61.2,1,1
SANTA MARÍA CORONANGO,5.17,62.46,14,24000,1500,17.6,1,1
"RA-9 RIO XOCHIAC, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",10,85.79,45,4600,2100,47.4,1,1
ANTES DE LA CONFLUENCIA CON EL RÍO ATOYAC,20,73.29,10,4600,2400,11.1,1,1
"INFIERNILLO, ESTACION DE AFORO",2,10,27.5,15531,3,110.1,1,1
RIO AYUTLA,2,10,117.1,5172,455,117.4,1,1
RQ7 AGUAS ABAJO DE LA PRESA SAN ILDEFONSO,2,24.96,10.6,24196,3,65.7,1,1
JUAN SARABIA,31.98,53.79,10,93,23,70.1,1,1
RIO HONDO 1,24.72,38.56,14,9,4,65.8,1,1
CACAO,28.32,36.65,16,43,7,46.4,1,1
RIO HONDO 2,29.64,36.65,12,150,20,19.4,1,1
LA UNION I,31.2,38.56,12,210,43,56.1,1,1
RIO VERDE (SALIDA DE LA CD. RIOVERDE),3.37,10,11,2400,2400,41,1,1
CIUDAD RIO VERDE (LA PLANTA),5.57,16.66,10,2400,1100,89,1,1
INGENIO PLAN DE AYALA S.A. DE C.V.  (AGUAS ABAJO),2,10,10,2400,2400,88,1,1
TOMA DE AGUA POTABLE (D.A.P.A.),2,19.96,10,930,210,92.9,1,1
FIDEICOMISO INGENIO PLAN DE SAN LUIS (AGUAS ABAJO),2,10,22,2400,2400,90,1,1
ESTACION HIDROMETRICA ADJUNTAS,2,22.04,67,2400,930,92.1,1,1
TAMUIN,2,10,10,2400,2400,88,1,1
RIO CHOY (PLANTA POTABILIZADORA),2,21.21,12,750,430,81.7,1,1
ESTACION HIDROMETRICA GALLINAS,2,10,10,2400,2400,88,1,1
CIENEGAS DE TAMASOPO 1,2,29.13,10,930,430,38.7,1,1
PUENTE EL AHOGADO,2,27.88,10,2100,750,96,1,1
"INGENIO ALIANZA POPULAR, S.A. DE C.V. (AGUA ABAJO)",2,10,10,2400,2400,89,1,1
"CITROFRUT, S.A. DE C.V. (AGUAS ABAJO)",2,10,10,2400,2400,89,1,1
TIERRA BLANCA,2,10,10,2400,2400,91,1,1
"INGENIO SAN MIGUEL DEL NARANJO, S.A. DE C.V. (AGUAS ABAJO)",2,10,10,2400,2400,92,1,1
RIO CARRIZAL 1,2,10,15.8,4611,209,95.2,1,1
RIO SAMARIA 6,2,10,37.3,3654,933,89.5,1,1
MEZCALAPA 3,2,10,12.6,4611,249,79.4,1,1
MEZCALAPA 2,2,10,10,6131,2595,73.8,1,1
SAN FELIPE 1,2,11.7,10,4106,393,10,1,1
RIO NARANJEÑO,2,10,10,1464,281,10,1,1
BENITO JUAREZ,2,12.54,10,5475,1145,10,1,1
RIO ZANAPA 3,2,14.28,10.4,11199,168,28.3,1,1
RIO TONALA 31,2,12.48,10,4352,2098,47.6,1,1
LA VENTA,2,21.63,10,1187,420,49.2,1,1
RIO TONALA 6,2,38.95,10,933,122,57.6,1,1
RIO TONALA 7,2,36.38,10,2755,181,81.9,1,1
RIO GONZALEZ 9,15.45,24.96,38,210,210,80.1,1,1
ESTUARIO CRUCE FRONTERA (PANGA)(37),20.4,25.92,38,43,23,51.6,1,1
RIO GRIJALVA 19,15.54,21.6,60,1100,240,64.9,1,1
DESEMBOCADURA RIO GRIJALVA,22.92,28.8,18,93,23,63.8,1,1
RIO GRIJALVA 17,19.8,23.52,56,240,240,56.5,1,1
RIO GRIJALVA 18,20.88,26.4,22,460,240,52.7,1,1
RIO GRIJALVA 15,30.36,49.85,192,240,93,59.7,1,1
RIO CARRIZAL 4,21,24,18,2400,75,84.1,1,1
RIO GRIJALVA 3,27.9,40.8,182,2400,1100,62.5,1,1
EL MANGO,12.66,21.12,50,150,75,50.2,1,1
RIO NACAJUCA 3,30.72,45.6,19,240,240,22.2,1,1
RIO GONZALEZ 3,22.2,26.4,13,460,93,60.8,1,1
RIO CARRIZAL 2,2,10,25.6,4884,226,98.8,1,1
MEZCALAPA 1,2,10,10,2359,86,57.3,1,1
RIO MEZCALAPA(65),19.98,23.52,18,1100,210,76.6,1,1
RIO PUXCATAN,5.3,10,45.4,2247,644,86.9,1,1
RIO CHILAPA 1,2,10,20.5,1014,189,85.6,1,1
RIO CHILAPA 3,2,10,21.8,880,203,85.7,1,1
PUENTE JONUTA,5.5,10,145.3,3255,323,94,1,1
RIO USUMACINTA 8,4.8,10,179.2,2247,450,91.8,1,1
RIO USUMACINTA 6,9.9,15.12,175.1,2481,441,92.5,1,1
RIO USUMACINTA 5,2,10,147.6,3441,457,94,1,1
RIO USUMACINTA 3,2,10,180.4,2603,548,93.9,1,1
RIO SAN PEDRO 8,2,10,10,327,41,85.7,1,1
RIO SAN PEDRO 9,2,10,10,148,52,79.8,1,1
RIO USUMACINTA 2,5.6,10,179,3448,408,94.7,1,1
MANATI 1,2,10,10,1046,51,10,1,1
MANATI 2,2,13.18,25.4,987,3,31.5,1,1
MANATI 3,2,19.78,32.8,2359,73,32.1,1,1
MANATI 4,2,11.54,20.9,1162,41,28.2,1,1
MANATI 5,11.8,14.01,51.7,3255,20,67.7,1,1
MANATI 6,2,14.83,42.7,1153,81,39.7,1,1
MANATI 7,2,10,10.9,161,73,60.4,1,1
MANATI 8,2,10,10,146,31,113.6,1,1
MANATI 9,2,16.48,19.6,75,10,22.4,1,1
MANATI 10,2,10,10,97,3,20,1,1
MANATI 11,2,27.19,10,432,223,10,1,1
MANATI 13,2,10,38.3,173,63,35.3,1,1
MANATI 14,2,11.54,10,1935,109,10,1,1
RIO ZAHUAPAN ANTES DERIVADORA PANOTLA,26,82.46,49,24000,2400,26.9,1,1
Z- 04 CONFLUENCIA RIO ZAHUAPAN RIO DE LOS NEGROS/ TLAXCALA,15.33,45.79,54,24000,1500,25.4,1,1
RIO ZAHUAPAN AGUAS ARRIBA DE LA CASCADA ATLIHUETZIA,16.5,35.79,173.3,24000,2100,27.4,1,1
SAN FRANCISCO DE LOS GALLARDO,5.5,43.56,54.9,1607,10,113,1,1
EL CAZADERO,5.2,11.08,56.1,11199,52,13.7,1,1
SANTA AGUEDA-RANCHO SAN PASTOR,2,51.625,10,2400,930,56.4,1,1
RIO CONCHOS ANTES POBLADO SAN FERNANDO,4,10,49,2400,2400,75,1,1
RIO CONCHOS CABECERA MUNICIPAL MÉNDEZ,7,29.935,93,2400,2400,81,1,1
LA CURVA,2,10,10,473,3,45.4,1,1
LOURDES M2,2,10,10,86,3,53.5,1,1
RÍO BACANUCHI LA TRAMPA,2,10,88.5,1658,1274,90,1,1
TAJO DE MANAMICHI,2,10,10,8164,272,59,1,1
BAVIÁCORA RÍO SONORA,2,10,152,2046,269,98.2,1,1
LA AURORA RÍO SONORA,2,10,136,663,323,104.9,1,1
LA LABOR RÍO SONORA,7.9,10,151.8,1500,450,100.2,1,1
R2 RIO APATLACO ANTES DESCARGA MUNICIPAL TETELA,2,10,10,2359,1259,87.3,1,1
RIO TETLAMA ANTES RIO APATLACO,2,10,12.1,9804,1968,88.2,1,1
EL PALMITO,2,10,10,583,31,92.2,1,1
RODEO,6.8,10,111.2,24196,5794,77.8,1,1
AGUSTIN MELGAR,2,10,10,3255,31,92.1,1,1
PARQUE ESTATAL CAÑON DE FERNANDEZ 1,2,10,11.1,4352,3,34.4,1,1
PARQUE ESTATAL CAÑON DE FERNANDEZ 3,2,10,11.2,1597,3,88.8,1,1
PARQUE ESTATAL CAÑON DE FERNANDEZ 2,2,10,10,4360,3,88,1,1
LA FLOR,2,10,22.6,3076,96,96.4,1,1
MARIA EUGENIA,30.54,45.5,14,93,4,71.5,1,1
PARQUE DE ORIENTE,31.14,49.98,32,2400,2400,18.3,1,1
PTAR PASO LIMON  AGUAS ABAJO,44.04,55.69,48,460,460,14.3,1,1
AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,16.26,21.96,36,2400,460,56.2,1,1
AGUAS ARRIBA 100M ANTES DE LA DESCARGA DEL RIO SABINAL,11.52,21.47,44,2400,240,55,1,1
CIUDAD DEL AGUA,15.96,29.77,48,1100,240,37.1,1,1
P.M.E.G.B. AGUAS ABAJO 100 M DESPUES DE LA DESCARGA,18.96,32.21,32,1100,1100,46.2,1,1
PTAR CHIAPA DE CORZO 100 M A.A. DESCARGA,31.08,44.41,186,2400,2400,32.6,1,1
RIO GRIJALVA 22,23.88,30.74,12,2400,2400,30.5,1,1
AGUAS ABAJO RIO STO. DOMINGO(FTE. TOMA AGUA POTABLE),25.26,37.13,136,1100,1100,64.2,1,1
RIO GRIJALVA 21,20.22,31.72,20,1100,1100,32,1,1
PUENTE SANTO DOMINGO,5.46,24.75,88,1100,240,76.2,1,1
RIO SUCHIAPA 4,28.44,31.42,122,150,43,79.3,1,1
AGUAS ARRIBARIO STO.DOM.T.DE AGUA (1KM ANTES C.JULIAN G),11.49,23.8,52,2400,210,76.5,1,1
RIO GRIJALVA 3,16.47,27.61,100,460,460,70.2,1,1
AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,16.89,19.52,14,93,93,20.1,1,1
RIO SAN VICENTE 5,16.86,68.07,14,20,3,57.6,1,1
RIO SAN VICENTE 3,8.58,28.56,16,93,28,58.5,1,1
RIO SAN VICENTE 2,28.92,66.64,20,20,15,54.8,1,1
RIO SAN VICENTE 1,25.92,32.21,50,23,23,47.3,1,1
RIO SAN VICENTE 0,30.42,67.59,14,28,15,55.4,1,1
RIO GRIJALVA 2(25),19.62,27.33,12,240,240,76.9,1,1
RIO SAN VICENTE 4,14.76,29.51,14,9,3,58.3,1,1
SUMIDERO,43.08,51.3,72,4,3,19.4,1,1
RIO FOGOTICO,40.08,45.5,66,1100,9,91.1,1,1
HUMEDALES DE MONTAÑAS LA KISST 1,30.6,44.04,18,210,210,18.9,1,1
HUMEDALES DE MONTAÑAS LA KISST 2,31.26,45.01,28,460,15,39.1,1,1
RIO FOGOTICO AGUAS ABAJO DEL RIO AMARILLO,53.4,64.37,22,15,3,83.8,1,1
RIO AMARILLO,41.28,48.4,104,210,15,90.6,1,1
ARBOL DE NAVIDAD,20.28,24.89,26,43,43,92.3,1,1
MIRADOR LA ATALAYA,17.16,27.82,22,1100,240,65.4,1,1
CAÑON DEL SUMIDERO ENTRADA,17.94,22.94,48,1100,210,62.1,1,1
ARROYO SAN AGUSTIN A.A. DEL RIO SABINAL,15.99,24.28,14,150,75,58.4,1,1
RIO GRIJALVA AGUAS ABAJO CHIACOSEN,15.69,22.37,56,2400,2400,62.3,1,1
RIO GRIJALVA 9,26.76,34.46,24,43,23,112.4,1,1
RIO GRIJALVA 8,15.3,20.94,32,2400,2400,66.1,1,1
RIO GRIJALVA 7,20.88,27.38,20,210,120,81.3,1,1
PUENTE RAUDALE DE MALPASO (65),15.78,26.9,10,15,9,65.6,1,1
ROMULO CALZADA,28.2,32.57,26,2400,2400,84.6,1,1
RIO USUMACINTA 9,15.42,23.23,190,2400,2400,68.9,1,1
RIO COATAN 7,40.32,52.7,32,1100,240,79,1,1
RIO COATAN 2,29.58,44.41,194,1100,460,86.2,1,1
RIO COATAN 3,15.99,31.72,10,93,23,85.2,1,1
RIO SUCHIATE 2,24.66,32.7,22,43,43,75.2,1,1
RIO SUCHIATE,29.76,46.36,118,2400,460,87.2,1,1
"DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8",25.26,35.14,40,2400,1100,76.3,1,1
RIO SUCHIATE 3,32.04,45.87,10,460,240,87.8,1,1
RIO GRIJALVA 10,18.06,21.6,14,2400,460,78.3,1,1
HUMEDALES LA LIBERTAD 3,2,25.08,10,110,3,119.8,1,1
HUMEDALES LA LIBERTAD 2,2,12.54,10,305,3,102,1,1
HUMEDALES LA LIBERTAD 1,2,10,10,613,85,50.8,1,1
PUENTE MULUMÍ,12.15,19.04,70,150,93,80.7,1,1
ARROYO SABINAL,48,61.4,34,23,3,90,1,1
PUENTE,30.78,44.74,58,2400,1100,85.2,1,1
RÍO EL TABLÓN I,13.47,22.37,172,460,43,71.3,1,1
RIO COATZACOALCOS (SUCHILAPAN),2,10,32,24196,1112,94.4,1,1
RIO COATZACOALCOS (REF CHIQUITO),5.2,10,50.7,6867,298,81.6,1,1
ARROYO GOPALAPA,4.58,26.75,12.8,12033,2282,10.2,1,1
ARROYO TEAPA (REFERENCIA),6.36,10,10,2046,480,55.6,1,1
RIO COATZACOALCOS (NANCHITAL),2,17.47,10,256,75,66.3,1,1
CD. MENDOZA,2,26.21,13,1500,280,93,1,1
CUICHAPA AGUAS ARRIBA,3.33,84.13,26,430,230,40.6,1,1
OMEALCA (PASO DE ROSARIO),7.6,63.71,121,1500,930,36.2,1,1
LA TINAJA (PUENTE),14.33,65.38,154,70,30,29.9,1,1
SANTA URSULA (REF FAPATUX),10.3,13.38,31.9,19863,4884,96.3,1,1
CHACALTIAGUIS,2,15.38,81,4600,930,63.7,1,1
CARLOS A. CARRILLO,2,14.13,58,4600,2400,60.2,1,1
VILLA AZUETA,2,10,128.1,8664,933,92.8,1,1
LOMA BONITA,2,10,10,2359,63,46.2,1,1
PALOMARES,2,10,13.6,19863,591,90.7,1,1
TUXTEPEC (CERVECERA),12.1,15.05,66.3,24196,7701,96.5,1,1
PUENTE TLACOTALPAN,2,64.96,44,24000,4600,70,1,1
RIO COATZACOALCOS (EL TRIUNFO),2,10,29.4,9208,94,90.8,1,1
PROGRESO DE ZARAGOZA,2.57,34.54,24,11000,4600,68.5,1,1
PUENTE ESPINAL,2,27.88,22,2400,930,92.4,1,1
PASO VALENCIA,2,13.71,24,930,750,90.9,1,1
RIO CALZADAS I,2,10,28.3,1439,512,49.1,1,1
COATZACOALCOS (PUNTA LA PIEDRA),2,17.47,13.4,830,201,68.2,1,1
PANGA JICALTEPEC,2,45.38,87,930,430,89.7,1,1
EL PITAL,2,47.46,11,430,70,92.7,1,1
FELIPE CARRILLO PUERTO,2,37.88,18,390,230,86.6,1,1
MARTINEZ DE LA TORRE (CITROFRUT),4.33,52.88,18,11000,2400,16.3,1,1
MARTINEZ DE LA TORRE,2,27.46,12,4600,2400,98.3,1,1
RIO BOBOS (EL FILO),2,26.63,10,2100,930,92.2,1,1
LAS MARGARITAS,2,18.29,11,4600,750,66,1,1
PUENTE CAZONES,2,48.71,10,11000,4600,77.4,1,1
RIO PIXQUIAC (RANCHO VIEJO),2,37.04,10,430,230,72,1,1
XALAPA-CASTILLO (PUENTE EL TRONCONAL),6,54.54,50,24000,2100,26.4,1,1
PLAN DE SEDEÑO,2,32.04,33,930,230,37.5,1,1
LA ORDUÑA III (PUENTE),2,30.38,12,4600,2400,54.3,1,1
RIO COATZACOALCOS (API),4.64,10,12,1539,327,62.4,1,1
CASCADA TEXOLO,2,26.21,10,24000,40,62,1,1
COETZALA,2.25,45.38,92,2100,1500,63,1,1
PUENTE NACIONAL,2,37.04,20,11000,4600,62,1,1
GUAYABAL,2,36.21,58,11000,2100,59,1,1
PUENTE PAPALOAPAN,2,23.29,26,2100,1200,90.8,1,1
SALIDA LAGUNA PAJARITOS,2,10,10,990,148,67.1,1,1
PUENTE MISANTLA,2,38.29,10,2400,930,67.2,1,1
RIO CALZADAS II,2,10,20.6,2481,2142,48.2,1,1
EL TEJAR II,2,43.71,48,11000,4600,60,1,1
PUENTE MEDELLIN- EL TEJAR,2,47.04,19,24000,4600,51,1,1
MATATENATITOS,2,52.88,23,1200,390,29.9,1,1
CUAJILOTE,2,45.79,15,230,90,55.1,1,1
