SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
VENUSTIANO CARRANZA,15.33,24.4,12,43,43,82.8,1,1
ZACATAL,,,43,3,,,,
"KM 0+000, PUENTE INTERNACIONAL CIUDAD JUAREZ",4.5,68,151.8,24196,24196,107.7,1,1
RIO BRAVO 19,6.3,10,284.7,15531,61,137.1,1,1
PLANTA NORTE,8.3,27.52,517.3,24196,24196,90.6,1,1
PLANTA SUR,22.1,31.26,17.5,24196,24196,67.4,4.83,1.03
RH24-8 BRAVO CONCHOS,5.2,19.78,266.7,935,75,108.3,1,1
PUENTE PRESIDIO-OJINAGA,2,14.62,735,598,41,97,1,1
RIO BRAVO 18,4,10,116.2,242,10,97,1,1
RH24-5 BRAVO CONCHOS,4.3,73.13,1337.5,24196,3448,106,1,1
RIO SAN PEDRO-PUENTE MEOQUI,2,10,17.4,4884,20,138.1,1,1
"PRESA VENUSTIANO CARRANZA, ENTRADA RÍO SABINES",3.67,10,44,210,28,,,
"PRESA VENUSTIANO CARRANZA, CENTRO",4.69,18.06,23,2400,2400,,,
"PRESA VENUSTIANO CARRANZA, ENTRADA RÍO SALADO",5.68,22.72,126,1100,1100,,,
"PRESA VENUSTIANO CARRANZA, SURESTE",4.48,21.44,,2400,2400,,,
"PRESA VENUSTIANO CARRANZA, SUROESTE",5.53,43.13,173,2400,460,,,
RIO SABINAS 6,2,10,24.6,2613,52,112.2,1,1
CORTINA PRESA VENUSTIANO CARRANZA,2.13,27.96,19,2400,2400,,,
RIO SABINAS 4,2,10,26.4,2909,20,111.8,1,1
PUENTE RIO SABINAS,2,10,11.9,3448,324,109.2,1,1
AGUAS ABAJO DE SABINAS,2,10,12.3,5475,520,99.5,1,1
AGUAS ABAJO DEL POBLADO NUEVA ROSITA,2,10,10.1,2778,259,102.1,1,1
AGUAS ARRIBA DEL POBLADO NUEVA ROSITA,2,10,10,789,20,114.5,1,1
EN POBLADO DE SAN JUAN DE SABINAS,2,10,10,1210,20,109.1,1,1
RIO SABINAS 3,2,10,10,933,84,105.3,1,1
RIO SABINAS 2,2,10,10,1081,10,106.8,1,1
RIO SABINAS 1,2,10,13.2,1500,10,107.1,1,1
"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ABAJO)",131.25,231.23,42.6,2419600,2419600,,1.6,1.95
"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ARRIBA)",94.5,209.33,28.1,24196,24196,17.5,1.48,1.53
TOMA DE AGUA DE CFE,2,10,24.2,1793,20,123.4,1,1
RIO BRAVO 11,2,10,18.5,2046,175,136.5,1,1
AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,2,10.82,20,24196,1266,109.2,1,1
PUENTE INTERNACIONAL PIEDRAS NEGRAS,2,10,20,2359,279,128.8,1,1
RIO BRAVO POBLADO BALCONES,2,10,10.5,6131,144,114.1,1,1
PARQUE INDUSTRIAL ACUÑA,2,22.57,10,1872,20,119,1,1
CORTINA PRESA LA AMISTAD,2,10,10,435,3,,,
PRESA INTERNACIONAL LA AMISTAD 4,4.12,12.54,10,4884,31,,,
REPRESA HIDRAULICA DEL RIO,2,16.72,25,2755,3,,,
PRESA INTERNACIONAL LA AMISTAD 5,2,10,25.2,384,3,,,
PRESA INTERNACIONAL LA AMISTAD 6,2,10,10,345,3,,,
PRESA INTERNACIONAL LA AMISTAD 1,2,18.39,10,1607,3,,,
PRESA INTERNACIONAL LA AMISTAD 2,2,10,18.9,,31,,,
PRESA INTERNACIONAL LA AMISTAD 3,2,17.56,10,,10,,,
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,2,10,10,1782,3,,,
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  3,2,10,10,2359,3,,,
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  4,2,10,10,663,3,,,
AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,2,10,10,2359,3,94.7,1,1
MANANTIAL ZACUALPAN,2,10,10,161,10,86.2,1,1
DERIVADORA PEÑITAS,2.28,10,650,17890,5630,106.1,1,1
EL CHICAL,22.3,25.79,107.8,24196,1785,96.1,1,1
PUENTE PUEBLO JUAREZ,2,10,80.7,15531,305,98.1,1,1
DREN ASMOLES,9.4,14.21,100.8,24196,309,79.9,1,1
AGUAS ARRIBA PLANTA DE TRATAMIENTO CIAPACOV,2,23.41,36.9,24196,24196,97.4,1,1
LA CUMBRE,2,26.75,10,24196,185,108.5,1,1
A.P. EL NARANJAL,2,10,10,203,189,86.1,1,1
A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,2,10,11.2,3076,1182,87.6,1,1
DESEMBOCADURA RIO COAHUAYANA,8.7,10,476,77010,6510,62.7,1,1
AGUAS ABAJO COLONIA RUIZ CORTINEZ,7.8,13.38,225,15531,934,96.4,1,1
PUENTE PERIQUILLOS,5.9,13.38,210.4,17329,3130,94,1,1
DERIVADORA JALA 1,2,10,10,9804,110,96,1,1
AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,2,29.26,10,5172,295,111.7,1,1
AGUAS ABAJO DEL POBLADO PEÑA COLORADA,2,12.54,19,5172,318,108.9,1,1
LAGUNA VALLE DE LAS GARZAS MANZANILLO,,,39.1,24196,,,,
CARRETERA LIBRE CRUCERO DE CUYUTLAN,,,92.1,11199,,,,
RIO PIAXTLA 6,2,10,10,3,3,100.3,1,1
LA CIENEGA,2,10,10,3,3,97.1,2.24,1.4
EL SALTO - DURANGO,2,18.39,10,24196,24196,90.6,1,1
RIO NOMBRE DE DIOS,2,10,10,17329,14136,84.3,1,1
"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",12,42.72,48,880,359,72.9,1,1
DERIVADORA FRANCISCO VILLA,19.5,36.21,22.5,2143,771,141.4,1,1
ACEQUIA GRANDE,79.5,239.25,45.1,24196,24196,10,1,5.03
EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),120,195.85,33.8,24196,24196,14.5,1.44,3.98
PUENTE LOS ÍDOLOS,2,10,20.6,24196,24196,93.6,1,1
LAGUNA DE SANTIAGUILLO 1,3.7,20.9,10,1320,630,,,
CIENEGAS DE LERMA 3,58.56,89.37,22,120,75,,,
TOLUCA ORIENTE  (A) AGUAS ARRIBA,150,384.25,38.6,2419600,2419600,10,2.02,32.26
TOLUCA ORIENTE  (A) AGUAS ABAJO,86,240,35.8,2419600,2419600,10,1,1
PUENTE CARRETERA TOLUCA-NAUCALPAN,95.4,116.22,44,2400,2400,10,1.21,8.2
TOLUCA NORTE  (A) AGUAS ARRIBA,176.25,264.41,105,2419600,2419600,10.8,1,7.63
TOLUCA NORTE  (A) AGUAS ABAJO,123.75,187.64,70.4,241960,241960,,1,2.12
PUENTE CARRETERA TOLUCA-TEMOAYA,65,146.9,105.8,241960,241960,10,1,2.54
RIO LERMA 54,98.2,141.42,140,2400,1100,10,1.2,5.15
RIO LERMA 4,65.52,120.33,344,2400,240,12,1.28,5.88
RH12-1 LERMA,16.08,32.64,52,2400,460,53,1,1
RIO LERMA 43,54,93.48,148,2400,460,22.8,1.18,4.88
RIO LERMA 3,47.28,70.08,56,2400,1100,39.5,1,1
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),46.2,70.56,68,2400,460,10.7,1,1
RIO LERMA 67,45.24,74.88,52,2400,2400,25.7,1,1
RIO LERMA 65,30.3,75.36,112,2400,1100,23.5,1,1
IXTLAHUACA (RANCHO DE GANADO LECHERO),17.2,54.51,62.1,24196,24196,58.9,1,1
RIO LERMA 5,35.04,51.36,36,1100,460,10,1,1
RIO LERMA 68,55.56,83.61,74,2400,2400,10,1,1
RIO LERMA 6,54,67.2,70,2400,2400,37.8,1,1
RIO LERMA 69,86,101.15,48,2400,2400,10,1,1
RIO LERMA 7,40.2,55.68,68,2400,2400,10,1,1
ATLACOMULCO,7.2,44.08,43.1,6131,5172,36.6,1,1
PRESA VILLA VICTORIA 2,47.4,61.92,44,120,39,,,
PRESA VILLA VICTORIA 1,20.82,38.4,16,460,240,,,
SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,15.33,27.36,20,15,7,53,1,1
CORTINA PRESA VALLE DE BRAVO,21.9,35.04,20,2400,460,,,
LAG. DE ALMOLOYA DEL RIO,93.91,162.84,38,460,150,,,
LAGUNA DE ALMOLOYA DEL RIO,81.61,144.71,44,1100,120,,,
PUENTE CARRETERA MEXICO-TOLUCA,50.5,88.44,61.2,241960,241960,10,1,1
PUENTE DIF SOLIS,98.6,132.93,102,150,28,38.6,1,1
RIO LERMA 11,13.74,24.13,34,120,120,47.1,1,1
PUENTE SOLIS(DIF),14.22,30.16,80,20,9,59.7,1,1
RIO LERMA 9,45.72,70.99,62,2400,240,49.2,1,1
RIO LERMA 8,49.08,72.38,18,2400,460,30.3,1,1
RM6 AGUAS ARRIBA DE LA PRESA SAN ILDEFONSO,4.72,15.05,10,959,464,96.4,1,1
PRESA ZIMAPAN FRENTE A LA CONFLUENCIA CON EL RÍO SAN JUAN DEL RÍO,2,10,114.2,11199,85,,,
RIO LERMA 29,2,118.26,92.3,24196,24196,,1,1
AGUAS ARRIBA DE LA DESCARGA DE SALAMANCA (DESP.R.LAJA),22.2,67.15,182.8,2419600,1732900,65.6,1,1
PUENTE EL MOLINITO,19.6,57.15,481,307600,155300,36.6,1,1
RIO LERMA 30,22.2,98.18,693,241960,241960,21.2,1,1
CANAL TEMASCATIO,2,69.03,34.5,24196,24196,14.7,1,1
RIO LERMA 31,12.3,72.97,44.9,24196,24196,31.5,1,1
PUEBLO NUEVO (ANTES RIO GUANAJUATO),22.6,77.33,47.7,98040,48840,97,1,1
CERRO BLANCO,73,341.79,241.5,547500,517200,95.5,1,1.96
RIO LERMA 28,81,149.21,198,488400,270000,10.7,1,1
RIO LERMA 27,95.5,146.38,206.5,241960,241960,10,1,1.65
SAN GUILLERMO (DESEP.RIO GUANAJUATO),77.5,145.36,309.5,241960,241960,13.9,1,1.48
RIO TURBIO 24,29.6,78.62,191.2,228600,95900,31.8,1,1
CERRO BLANCO DE MANCERA,187.5,317.44,758,24196,24196,10,1,1.14
RT-9 RIO TURBIO-PUENTE RIO TURBIO (T. BLANCAS),284.75,388.72,784,1413600,1413600,10,1,7.69
RT-4 RIO TURBIO-ESTANCIA DE VAQUEROS,105.5,1190,239.5,2419600,2419600,10,1,100
AF-3 ARROYO HONDO-A.A. RIO TURBIO,213.75,3253.75,1207,241960,241960,19.6,2.49,15.38
AF-2 ARROYO LAS MULAS-A.A. ARROYO HONDO,106,931.5,178.8,2419600,2419600,10,1,1
LEON  (A) AGUAS ARRIBA,94,152.26,27.7,2419600,2419600,46.6,2.55,1
LEON  (A) AGUAS ABAJO,134,1731.5,479,241960,241960,20.9,2.55,31.25
AF-4 RIO SANTIAGO-A.A. RIO TURBIO,106.5,466.75,65.4,2419600,2419600,10,1,2.16
RT-6 RIO TURBIO-PASO DE OVEJAS,100.5,726.75,177.5,2419600,2419600,13.2,3.98,24.39
GUANAJUATO,2,24.24,10,24196,24196,55.1,1,1
RIO GUANAJUATO,144.25,196.87,104.2,96000,35500,10,1,5.81
RT-8 RIO TURBIO-LAS ADJUNTAS,113,197.38,100.6,461100,115300,10,1,1.68
AF-7 RIO PENJAMO,22.7,26.04,10,2419600,2419600,24.7,1,1
PENJAMO,10.3,66.82,86,12230,4570,47.2,1,1
RIO LERMA 17,2,96.72,304.4,15530,13330,30.2,1,1
RIO LERMA 35,9.9,28.29,130.5,3255,794,46.2,1,1
RIO LERMA 36,8.4,36.13,99.4,17329,9804,40.7,1,1
ACAMBARO (PUENTE FERROCARIL),2,11.65,30.5,15531,12997,42.3,1,1
PUENTE FFCC ACAMBARO,8.8,12.66,107.6,24196,24196,63.9,1,1
RIO LERMA 34 (AGUA CALIENTE 1),2,10,13.5,24196,24196,68.2,1,1
RIO LERMA 15,2,26.16,16.1,2481,41,152.2,1,1
PRESA SOLIS 1,,,,,,,,
PRESA SOLIS 3,,,,,,,,
PRESA SOLIS 2,,,,,,,,
PRESA SOLIS 4,,,,,,,,
PRESA SOLIS 5,,,,,,,,
PRESA SOLIS 7,,,,,,,,
PRESA SOLIS 6,,,,,,,,
RÍO GUANAJUATO,65,101.59,24,24196,24196,,1,1
RIO LERMA 37,7.8,19.14,36.5,9804,3076,53,1,1
EJIDO DE LA ANGOSTURA,13.3,31.44,60,24196,24196,56.4,1,1
RIO LERMA 45,8.2,12.48,72.2,24196,15531,48.2,1,1
ARMADILLO,8.2,17.47,37.3,2755,422,60.1,1,1
RIO LERMA 24,8.1,16.64,76.1,24196,3873,27.2,1,1
SANTA JULIA,12.4,28.42,183.4,7030,1990,43.5,1,1
RIO LERMA 26,66,88.44,21.4,5475,683,46,1,1
AGUAS ARRIBA RIO LAJA,36.8,85.44,57.5,6488,1624,86.3,1,
LAGO DE YURIRIA 6,2,27.98,10,98,10,,,
LAGO DE YURIRIA 3,4.42,23.74,29.3,241,62,,,
LAGO DE YURIRIA 2,2,30.49,19.2,86,3,,,
LAGO DE YURIRIA 5,2,27.14,14.8,122,10,,,
RIO LERMA 19,21.5,27.59,778.6,141360,111990,94,1,1
AF-6 RIO COLORADO,2,10,10,439,292,83.3,1,1
RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,488,614.87,88,24196,24196,,1,19.61
LAGUNA TRES PALOS 2,,,16,40,,,,
LAGUNA TRES PALOS 3,,,37.9,90,,,,
RH20-1 COSTA CHICA-RIO VERDE,2,22.88,860.6,24000,210,48.3,1,1
RIO PAPAGAYO 10,2,17.88,1125.3,24000,750,51.1,1,1
RIO PAPAGAYO 12,2,28.71,1308.7,24000,90,54.6,1,1
DESEMBOCADURA RIO PAPAGAYO 11,2,43.71,790.6,24000,24000,51.8,1,1
RIO PAPAGAYO 9,2,29.54,380,4600,1500,54.4,1,1
RIO PAPAGAYO 8,2,32.88,396.3,11000,2400,54.8,1,1
RIO PAPAGAYO 7,2,24.96,438.1,24000,11000,54.9,1,1
RIO PAPAGAYO 6,2,38.29,372.7,11000,4600,56,1,1
RIO PAPAGAYO 5,2,28.29,346.8,24000,24000,55,1,1
PUENTE PAPAGAYO,2,23.71,1262,24000,24000,62.8,1,1
PUENTE LAS HORQUETAS,2,39.13,1325,24000,430,53.8,1,1
RIO PAPAGAYO 3,2,77.46,2540,24000,24000,68.7,1,1
RIO PAPAGAYO 2,2,39.13,462.2,24000,24000,55.6,1,1
RIO PAPAGAYO 1,2,40.38,482.8,24000,24000,51.6,1,1
RIO PAPAGAYO 4,2,38.71,2618.4,24000,24000,55.4,1,1
LAGUNA DE COYUCA 1,,,13,40,,,,
LAGUNA DE COYUCA 2,,,10,1500,,,,
LAGUNA DE MITLA 1,3.86,21.21,10,3,3,,,
LAGUNA DE MITLA 2,5.43,29.54,13,3,3,,,
PUENTE SAN JERONIMO,2,43.29,51,24000,24000,71.2,1,1
"GUERRERO SEG 42, 1 ISA10B",,,19,750,,,,
"GUERRERO SEG 42, 2 ISA10B",,,18,1200,,,,
RIO BALSAS 3,,,10,24196,,,,
ZIRANDARO,2,52.04,178,24000,24000,79.4,1,1
PUENTE CIUDAD ALTAMIRANO,2,15.79,22,24000,24000,81.3,1,1
PUENTE MIGUEL ALEMAN (COYUCA DE CATALAN),2,13.71,30,24000,24000,79.7,1,1
PRESA EL CARACOL 1,2,27.88,10,750,430,,,
PRESA EL CARACOL 3,2,26.63,11,3,3,,,
PRESA EL CARACOL 2,2,28.29,10,3,3,,,
PRESA EL CARACOL 4,2,30.79,40,1500,750,,,
RH16-5 BALSAS,2.14,13.29,386.7,24000,24000,81.3,1,1
DESEMBOCADURA RIO SANTA CATARINA 1,2.29,45.38,26,230,90,47.6,1,1
DESEMBOCADURA RIO SANTA CATARINA 2,2.57,48.71,212,2400,430,39.9,1,1
PLAYA TORTUGUERA CAHUITLAN 3,,,300,1500,,,,
RH20-2 COSTA CHICA-RIO VERDE,2,45.79,412,11000,4600,30.4,1,1
PUENTE MILPILLAS,2,13.71,710,24000,930,30.9,1,1
RIO SANTA CATARINA 3,2,18.29,765.5,11000,4600,53.7,1,1
RIO SANTA CATARINA 4,2,16.63,506.1,11000,2400,57.4,1,1
RIO SANTA CATARINA 5,2,30.79,421.3,11000,4600,58.3,1,1
LAGO DE TUXPAN 1,2,29.54,14,930,230,,,
LAGO DE TUXPAN 2,2,31.63,11,2400,1500,,,
PAPALUTLA,2,36.63,2312.5,24000,24000,57.2,1,1
RÍO ATOYAC-A,2,31.21,48,24000,24000,68.1,1,1
RÍO ATOYAC-B,2,40.38,53,24000,24000,70.3,1,1
PRESA DERIVADORA TLAMACO-JUANDHO (RS1),237.75,303.32,136,2400,2400,30.5,1,1
OBRA DE TOMA PRESA REQUENA (OTPR),25.38,44.74,26,210,210,,,
"SALMITEX, S.A. DE C.V. (AGUAS ABAJO)",19.56,40.94,12,2400,460,44.3,1,1
"PILGRIM´S PRIDE, S.A. DE C.V. AGUAS ARRIBA RIO TEPEJI",12.72,17.14,26,460,460,41.5,1,1
KM 0+00 CANAL ENDHO (SOT),132.31,163.39,14,2400,2400,33,1,1
PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),15.57,30.01,10,2400,1100,61,1,1
MANANTIAL DE LA LAGUNA DE HUEYAPAN,23.28,50.34,10,43,43,,,
LAGUNA DE TEJOCOTAL 1,2,24.96,29,3,3,,,
PRESA OMILTEMETL 2,2.57,27.88,13,3,3,,,
LA ISLETA LAGUNA DE TECOCOMULCO,16.98,29.04,30,240,240,,,
THALIMEDES LAGUNA TECOCOMULCO,23.28,35.7,18,150,75,,,
RH17 AGUAS ARRIBA DE LA DESCARGA DEL GEISER,4.2,47.67,11.2,24196,11199,85.6,1,1
RH26-3 PANUCO,24.6,34.27,16,2400,2400,67.3,1,1
PRESA ZIMAPAN 3,27.9,34.75,10,23,23,,,
PRESA ZIMAPAN 4,19.98,26.66,12,210,120,,,
RH26-7 PANUCO,46.68,61.88,38,2400,1100,74.9,1,1
RIO TULA (PUENTE DE FIERRO),11.1,22.26,26,240,240,60.1,1,1
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),13.05,25.17,16,460,460,72.9,1,1
PRESA ENDHÓ 4,104.11,198.46,56,2400,2400,,,
PRESA ENDHÓ 3,60.72,134.85,18,2400,2400,,,
PRESA ENDHÓ 2,27.12,35.82,16,2400,1100,,,
PRESA ENDHÓ 1,408,588.7,10,2400,1100,,,
SOLEDAD DE COYUL,3.92,10,22,3,3,107.4,1,1
PALO VERDE,3.94,10,16,3,3,103.2,1,1
HUATEPANGO,2.15,10,18,52,41,116.3,1,1
BOCA DEL RIO,4.92,10,10,3,3,93.5,1,1
CAÑITAS,4.36,10,10,20,10,106.1,1,1
ACOPINALCO,9.3,387.44,48,24196,24196,10,1,2.2
TERMOELECTRICA P. ELIAS CALLES  DESCARGA AL BALSAS,2,26.21,10,280,210,65.3,1,1
RIO BALSAS 1,,,10,24196,,,,
RIO BALSAS PUENTE IGNACIO CHAVEZ,2,11.7,14.2,10462,262,75.2,1,1
AGUAS ARRIBA OBRA DE TOMA,2,10,10,19863,9804,84.1,1,1
LAGUNA COSTERA EL CAIMAN 2,6.2,23.41,10,24196,24196,,,
LAGUNA COSTERA EL CAIMAN 4,4.02,38.18,10,1439,52,,,
LAGUNA COSTERA EL CAIMAN 5,4.46,32.97,10,1725,235,,,
RIO BALSAS CORRIENTE IZQ PUENTE,2,45.79,10,24000,4600,62.2,1,1
RIO BALSAS 5,2,41.21,10,230,30,65.8,1,1
RIO BALSAS 7,2,39.13,10,24000,11000,65.1,1,1
RIO BALSAS 8,2,24.54,10,11000,2100,65.9,1,1
PRESA LA VILLITA 2,2,29.13,10,3,3,,,
PRESA LA VILLITA 5,2,28.71,10,3,3,,,
PRESA LA VILLITA CENTRO,2,30.38,10,3,3,,,
RIO BALSAS 11,2,26.21,10,90,3,50.1,1,1
RIO BALSAS 12 BIS,2,31.63,10,230,3,,,
RIO BALSAS 12,2,29.96,10,40,3,55.1,1,1
RIO BALSAS 13,2,27.04,10,230,90,57.7,1,1
PRESA LA VILLITA 5,2,25.79,10,40,3,,,
RIO BALSAS 14,2,28.29,10,230,40,52.7,1,1
RIO BALSAS 15,2,29.54,10,230,90,52.8,1,1
RIO BALSAS 16,2,16.63,10,230,40,57.3,1,1
RIO BALSAS 17,2,19.96,10,230,90,50.3,1,1
RIO BALSAS 18,2,18.29,10,430,230,52.9,1,1
RIO BALSAS 19,2,29.96,10,4600,2400,66.5,1,1
PRESA INFIERNILLO 2,2,43.71,10,430,150,,,
RIO BALSAS 21,2,32.04,10,40,3,66.7,1,1
RIO BALSAS 22,2,34.54,10,140,90,68.3,1,1
PRESA INFIERNILLO 3,2,27.04,10,90,40,,,
PRESA INFIERNILLO 7,2,31.21,10,140,90,,,
PRESA INFIERNILLO 1,2,33.29,10,3,3,,,
PRESA INFIERNILLO 4,2,29.96,10,3,3,,,
RIO BALSAS 6,2,28.71,10,930,430,60.4,1,1
RIO BALSAS 4,2,29.54,10,390,230,57.7,1,1
RIO BALSAS 2,,,10,218,,,,
RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,2,43.29,10,24000,24000,64.2,1,1
RIO LERMA 18,11.1,42.03,20.1,5172,199,33.6,1,1
RIO DUERO 2,14.3,18.39,27.4,24196,12033,39.4,1,1
RIO LERMA 56,9.2,56.31,300,20980,8200,58.6,1,1
RIO LERMA 57,25.4,53.23,305,48840,19040,55.3,1,1
YURECUARO,19.1,63.23,477.5,34480,10860,52.9,1,1
RIO LERMA 40,16.7,26.75,791.4,241960,193290,62.4,1,1
RIO LERMA 58,17.4,68.87,80.3,17329,15531,107.4,1,1
RIO LERMA 59,15.4,48.62,75.6,12590,9600,50.2,1,1
AGUA ARRIBA DE LA PIEDAD,16.7,72.62,159.8,68670,64880,41.8,1,1
AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),12,48.51,78.7,24196,24196,16.3,1,1
RIO LERMA 62,17.4,37.33,10.1,14136,2187,83.4,1,1
RIO LERMA 61,18.1,21.74,30.3,5794,373,82.2,1,1
RIO LERMA 60,37.4,110.15,1485.7,155310,141360,94,1,1
RIO COAHUAYANA SAN VICENTE,15.7,19.23,262.3,15390,1600,82,1,1
RIO COAHUAYANA 3,15.2,64.77,323.7,17930,2560,82,1,1
PUENTE COHUAYANA,14.8,19.23,388.7,17850,2690,91.4,1,1
DESEMBOCADURA  RIO COAHUAYANA 2,2,10,530.5,48840,4080,62.9,1,1
RODILLA DEL DIABLO,2,10,10,1467,813,101.8,1,1
LA PASTORIA (CUPATITZIO),2,10,10,578,63,101.6,1,1
RIO LERMA 49,23.5,41.44,119.8,14136,8664,41.1,1,1
RIO LERMA 47,23.7,51.51,67.9,24196,6131,71,1,1
RIO LERMA 22,15.7,21.84,73.7,24196,24196,65.6,1,1
RIO LERMA 46,20.2,35.18,61.9,24196,14136,100.9,1,1
RIO LERMA 38,11.4,111.38,243.4,32550,14210,49.3,1,1
RIO ANGULO,9.2,56.82,92.8,24196,15531,76,,1
CORRALES LSP,36.4,56.72,111.2,224700,57600,41.1,1,1
LAGUNA DE ZACAPU 2,2,10,13.2,288,52,,,
LAGUNA DE ZACAPU 1,2,10,15.2,3,3,,,
LAGUNA DE ZACAPU 3,2,10,35.4,3,3,,,
LAGO DE PATZCUARO 9,2,15.34,,1019,364,,,
LAGO DE PATZCUARO 10,11.8,39.46,15.5,504,3,,,
PATZCUARO CUELLO DEL LAGO,2,51.77,11,379,41,,,
LAGO DE PATZCUARO 5,19.2,56.97,27.7,1870,200,,,
PATZCUARO SENO QUIROGA,12.9,37.92,13.3,2046,10,,,
LAGO DE PATZCUARO 6,16.4,66.13,49.5,4710,310,,,
LAGO DE PATZCUARO 8,14.3,63.64,30.3,213,20,,,
