SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
PRESA ENDHÓ 3,60.72,134.85,18,2400,2400,,,
PRESA ENDHÓ 1,408,588.7,10,2400,1100,,,
LAGO DE CUITZEO 7,78.6,105.62,33,4106,3,,,
RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,60.2,162.83,117.78,23000000,,,,
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,113.33,259.37,172.7,24000,24000,18.3,1.19,28.57
DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO,160,382.23,367.7,24000,24000,13.4,1.77,90.91
ER7 RIO ALSESECA ANTES DEL COLECTOR SUBTERRÁNEO A PTAR ALSESECA SUR,339,711.44,163.465,24000,24000,12.7,1.63,12.82
BARRANCA SAN DIEGO LOS ALAMOS,380,790.8,132.3,24000,24000,11.1,1.86,25
ER4 BARRANCA MANZANILLA,660,1284.46,75.5,24000,24000,13.1,1.27,37.04
ER3 BARRANCA SAN ANTONIO AGUAS ARRIBA DE BARRANCA MANZANILLA,373.33,822.23,81.5,24000,24000,17.6,2.66,8.13
ER1 BARRANCA SAN ANTONIO AGUAS ARRIBA DE COLECTOR INDUSTRIAL RESURRECCION,680,1027.31,80,24000,24000,10,2.75,25.64
ER5 BARRANCA MICXATLALT,240,590.8,82.1,24000,24000,13.7,1.28,20
AGUAS ABAJO DE LA DESCARGA TEXTIL ZALDO,76.67,202.23,122.6,24000,24000,19.7,1,8.2
LA AUTOPISTA P1 (24),193.33,500.03,416.7,11501200,930,12.3,5.38,1.38
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66,196.51,412.5,11000,4600,,1,1
"RA-17 RIO ATOYAC, AGUAS ABAJO DE LA BARRANCA DEL CONDE",66.67,167.94,873.3,4600,110,15.3,1,1
AGUAS ABAJO DEL COLECTOR PANZACOLA,136.835,272.635,119.285,4651200,2100,11.7,1,10.31
AF-1 RIO CHIQUITO,540,895.88,440,24000,24000,,1.63,1
ARROYO LA PRESA,73.33,165.09,540,11000,2400,50.9,1,1
"RA-8 RIO XOCHIAC, AGUAS ARRIBA DE LA CONFLUENCIA CON COLECTOR EL CARMEN",760,1426.06,500,2400,230,,9.17,13.51
RIO RABANILLO,370,601.86,75.3,10512000,11000,16.1,1,2.47
BARRANCA HONDA,390,890.8,190,24000,24000,12.6,1.76,19.61
NEXAPA-LAS FAJANAS P1 (33),99.2,170.16,102,,,,,
ATOYAC LA CARMELITA P1 (26),77.33,186.345,280.75,7512000,24000,50.2,1,1
ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC,173.33,405.08,91.1,24000,24000,10,1.08,11.9
RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC,460,796.51,136.8,24000,24000,19.7,1,12.5
RIO XOCHIAC ALFUENTE DE RIO ATOYAC,360,696.51,259.4,24000,24000,10.6,1,23.26
HIDROMETRICA ECHEVERRIA P1 (28),61.5,166.39,267.665,7512000,24000,25.8,1,1
RIO ALSESECA COLONIA LA HACIENDA,73.33,190.8,52.1,24000,24000,15.5,1,1.46
ALSESECA SAN FRANCISCO TOTIMEHUACAN P1 (22),187,377.94,256.65,11512000,24000,11.1,1,1
ARROYO METLAPANAPA,76.67,196.51,183.9,24000,930,41.4,1,1.13
ANTES DE LA CONFLUENCIA CON EL ARROYO RABANILLO (PUENTE DE MEXICO),123.33,265.08,387.9,24000,24000,14.2,1,6.37
ATOYAC DESPUES DE LA CONFLUENCIA DEL ZAHUAPAN,126.67,185.09,104.7,24000,24000,26.2,1,
ATOYAC ANTES DE LA CONFLUENCIA DEL ZAHUAPAN,145,225.09,166.7,24000,24000,22.1,1,
RÍO XOCHIAC AGUAS ARRIBA DE LA DESCARGA DEL CORREDOR INDUSTRIAL QUETZALCÓATL,400,725.09,200,930,230,17.3,1,11.9
RQ13 AGUAS ABAJO DEL DREN  LA CULEBRA,294,5200,40.7,2419600,2419600,10,1.92,15.63
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",1680,2800,265,387300,34500,,1,
RIO SAN JUAN FRACCIONAMIENTO LA RUEDA,183.5,7900,1038.9,241960,241960,26.1,1,2.1
"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",182,721.67,504,241960,43520,,2.73,17.24
ENTRADA PRESA CENTENARIO,205,360,48.2,68670,32550,10,1,6.41
SUBTENIENTE LOPEZ,107.8,130.46,10,23,4,42,1,1
LA UNION II,106.4,142.52,18,21,4,17.4,1,1
ATOYAC-PANZACOLA,96.67,182.23,78.7,24000,24000,46.6,1,3.72
ANTES DE LA CONFLUENCIA CON EL RÍO ATOYAC,120,179.37,104.5,24000,24000,26.7,1,1
TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC,220,350.8,81.8,24000,24000,25.6,3.03,4.24
"RA-12 RIO ATOYAC, ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN",140,213.66,198.4,24000,24000,26.2,1,10.87
RIO VIEJO ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN,78,165.09,37.7,24000,24000,26.3,1,1
BARRANCA SAMBRANO AGUAS ABAJO DESCARGA POLAQUIMIA,220,530.8,100,24000,11000,26.6,1.52,17.24
RIO DE LOS NEGROS ANTES DE CONFLUENCIA CON RIO ZAHUAPAN,103.33,270.8,32.5,24000,930,27.1,1,1.62
RIO TEXCALAC ANTES DE LA CONFLUENCIA CON EL RÍO ATENCO,60,190.8,28.4,24000,24000,27.2,1,1.41
"RA-5 RIO ATOYAC, AGUAS ARRIBA DE LA BARRANCA CRUZTITLA",64,118.71,135.7,24000,24000,26.3,1,1
"RA-10 RIO XOPANAC, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",1520,3254,162.2,24000,24000,21.7,6.9,52.63
ADOLFO RUÍZ CORTÍNEZ,300,750.8,342.857,24000,24000,36.4,5.569,1
ARCO SAN NICOLAS TOTOLAPAN,224.4,435.49,113.85,25750000,21045000,,,
SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 1,323.33,441.38,44,210,120,,,
LAGO NABOR CARRILLO 1,494,639.15,360,1100,1100,,,
LAGO NABOR CARRILLO 2,420,553.32,320,460,460,,,
RIO BUEN AVENTURA,258.7,324.15,156,2400,2400,10,1,4.35
BARRANCA OZUMBA,909.91,1622.54,640,,6000,,,
B. GACHUPINA-LAS FUENTES,120.5,164.755,13.5,5.5E+11,150000,100.5,,
BARRANCA APANQUETZALCO,99.835,222.08,60,43,57.5,11.9,,
BARRANCA GACHUPINA ABAJO PTAR GACHUPINA,88.7,143.345,13.5,119000,210000,75.1,,
RIO MIXTECO (ABAJO PTAR),89,167.4,320,210,210,71.5,,
RIO MIXTECO SAN FRANCISCO PAXTLAHUACA,74,104.86,200,46000,46000,61.4,,
ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 1,60.48,75.64,16,75,75,,,
BY PASS,350,859.37,395.5,24000,24000,,1,11.76
ESCAMELA (FIRIOB),640,1181.6,210.8,24000,24000,,1.79,24.39
MARTINEZ DE LA TORRE (CITROSOL),780,1581.6,65.7,11000,2100,10,1.4,13.51
ARROYO EL AHOGADO PUENTE CARRETERA A CHAPALA,62.25,181.615,108.45,1221898,1221898,27.5,2.85,4.63
PUENTE GUADALUPE,76.5,228.08,220.7,241960,241960,11,1,9.62
SUR (SONORA)  (A) AGUAS ABAJO,154.25,362.69,21.1,241960,241960,10,1,10.87
DREN SUBRAMAL 0+400,136.35,1410,605.65,5,,88.7,,
RIO TIJUANA,104.5,195.33,96.2,241960,241960,21.1,1,1
RIO TIJUANA 4,130,205.95,142.5,24196,24196,73.5,1,1
ARROYO ALAMAR 3,199.25,271.28,96.3,2419600,2419600,10,1,2.78
RIO TIJUANA 3,63.6,139.97,93.8,24196,24196,122.2,1,1
RIO TIJUANA 2,81,134.97,156.5,24196,24196,96.7,1,1
RIO TECATE,95.5,179.28,31.2,2419600,2419600,10,1,2.82
RIO TIJUANA (LIMITE INTERNACIONAL),114.5,206.26,110,241960,241960,10,1,1
LOS MOCHIS  (A) AGUAS ABAJO,86.5,118.18,84.7,24196,145,74.6,1,1
PUENTE EL GUAMUCHILITO,91,128.67,216,24196,24196,27.2,1,35.71
PUENTE LA PALMA,97,116.46,151,24196,24196,26.1,1,9.09
RÍO ESLAVA 2,386,796.11,157.15,480420980,19505980,10,2.63,25.64
RECICLAGUA AGUAS ABAJO,80.5,266.75,147.6,241960,241960,10,1,1
RIO SAN PEDRO AGUAS ABAJO DE LA CIUDAD DE AGUASCALIENTES,112,173.64,40.9,241960,241960,28,,
"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ABAJO)",131.25,231.23,42.6,2419600,2419600,,1.6,1.95
"GENERAL MOTORS DE MEXICO, S.A. DE C.V. (C) (AGUAS ARRIBA)",94.5,209.33,28.1,24196,24196,17.5,1.48,1.53
ACEQUIA GRANDE,79.5,239.25,45.1,24196,24196,10,1,5.03
EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),120,195.85,33.8,24196,24196,14.5,1.44,3.98
TOLUCA ORIENTE  (A) AGUAS ARRIBA,150,384.25,38.6,2419600,2419600,10,2.02,32.26
TOLUCA ORIENTE  (A) AGUAS ABAJO,86,240,35.8,2419600,2419600,10,1,1
TOLUCA NORTE  (A) AGUAS ARRIBA,176.25,264.41,105,2419600,2419600,10.8,1,7.63
TOLUCA NORTE  (A) AGUAS ABAJO,123.75,187.64,70.4,241960,241960,,1,2.12
CERRO BLANCO,73,341.79,241.5,547500,517200,95.5,1,1.96
CERRO BLANCO DE MANCERA,187.5,317.44,758,24196,24196,10,1,1.14
RT-9 RIO TURBIO-PUENTE RIO TURBIO (T. BLANCAS),284.75,388.72,784,1413600,1413600,10,1,7.69
RT-4 RIO TURBIO-ESTANCIA DE VAQUEROS,105.5,1190,239.5,2419600,2419600,10,1,100
AF-3 ARROYO HONDO-A.A. RIO TURBIO,213.75,3253.75,1207,241960,241960,19.6,2.49,15.38
AF-2 ARROYO LAS MULAS-A.A. ARROYO HONDO,106,931.5,178.8,2419600,2419600,10,1,1
LEON  (A) AGUAS ABAJO,134,1731.5,479,241960,241960,20.9,2.55,31.25
AF-4 RIO SANTIAGO-A.A. RIO TURBIO,106.5,466.75,65.4,2419600,2419600,10,1,2.16
RT-6 RIO TURBIO-PASO DE OVEJAS,100.5,726.75,177.5,2419600,2419600,13.2,3.98,24.39
RIO GUANAJUATO,144.25,196.87,104.2,96000,35500,10,1,5.81
RT-8 RIO TURBIO-LAS ADJUNTAS,113,197.38,100.6,461100,115300,10,1,1.68
RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,488,614.87,88,24196,24196,,1,19.61
PRESA DERIVADORA TLAMACO-JUANDHO (RS1),237.75,303.32,136,2400,2400,30.5,1,1
PRESA ENDHÓ 4,104.11,198.46,56,2400,2400,,,
PRESA ENDHÓ 1,408,588.7,10,2400,1100,,,
ACOPINALCO,9.3,387.44,48,24196,24196,10,1,2.2
EMERGENCIA HIDROECOLOGICA (AGUA ARRIBA DEL PUNTO DE AFECTACIÓN),,2381.18,,,,,,
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,113.33,259.37,172.7,24000,24000,18.3,1.19,28.57
DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO,160,382.23,367.7,24000,24000,13.4,1.77,90.91
ER7 RIO ALSESECA ANTES DEL COLECTOR SUBTERRÁNEO A PTAR ALSESECA SUR,339,711.44,163.465,24000,24000,12.7,1.63,12.82
BARRANCA SAN DIEGO LOS ALAMOS,380,790.8,132.3,24000,24000,11.1,1.86,25
ER4 BARRANCA MANZANILLA,660,1284.46,75.5,24000,24000,13.1,1.27,37.04
ER3 BARRANCA SAN ANTONIO AGUAS ARRIBA DE BARRANCA MANZANILLA,373.33,822.23,81.5,24000,24000,17.6,2.66,8.13
ER1 BARRANCA SAN ANTONIO AGUAS ARRIBA DE COLECTOR INDUSTRIAL RESURRECCION,680,1027.31,80,24000,24000,10,2.75,25.64
ER5 BARRANCA MICXATLALT,240,590.8,82.1,24000,24000,13.7,1.28,20
AGUAS ABAJO DE LA DESCARGA TEXTIL ZALDO,76.67,202.23,122.6,24000,24000,19.7,1,8.2
LA AUTOPISTA P1 (24),193.33,500.03,416.7,11501200,930,12.3,5.38,1.38
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66,196.51,412.5,11000,4600,,1,1
AGUAS ABAJO DEL COLECTOR PANZACOLA,136.835,272.635,119.285,4651200,2100,11.7,1,10.31
AF-1 RIO CHIQUITO,540,895.88,440,24000,24000,,1.63,1
"RA-8 RIO XOCHIAC, AGUAS ARRIBA DE LA CONFLUENCIA CON COLECTOR EL CARMEN",760,1426.06,500,2400,230,,9.17,13.51
RIO RABANILLO,370,601.86,75.3,10512000,11000,16.1,1,2.47
BARRANCA HONDA,390,890.8,190,24000,24000,12.6,1.76,19.61
ATOYAC LA CARMELITA P1 (26),77.33,186.345,280.75,7512000,24000,50.2,1,1
ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC,173.33,405.08,91.1,24000,24000,10,1.08,11.9
RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC,460,796.51,136.8,24000,24000,19.7,1,12.5
RIO XOCHIAC ALFUENTE DE RIO ATOYAC,360,696.51,259.4,24000,24000,10.6,1,23.26
RIO ALSESECA COLONIA LA HACIENDA,73.33,190.8,52.1,24000,24000,15.5,1,1.46
ALSESECA SAN FRANCISCO TOTIMEHUACAN P1 (22),187,377.94,256.65,11512000,24000,11.1,1,1
ARROYO METLAPANAPA,76.67,196.51,183.9,24000,930,41.4,1,1.13
ANTES DE LA CONFLUENCIA CON EL ARROYO RABANILLO (PUENTE DE MEXICO),123.33,265.08,387.9,24000,24000,14.2,1,6.37
ATOYAC DESPUES DE LA CONFLUENCIA DEL ZAHUAPAN,126.67,185.09,104.7,24000,24000,26.2,1,
ATOYAC ANTES DE LA CONFLUENCIA DEL ZAHUAPAN,145,225.09,166.7,24000,24000,22.1,1,
RÍO XOCHIAC AGUAS ARRIBA DE LA DESCARGA DEL CORREDOR INDUSTRIAL QUETZALCÓATL,400,725.09,200,930,230,17.3,1,11.9
RQ13 AGUAS ABAJO DEL DREN  LA CULEBRA,294,5200,40.7,2419600,2419600,10,1.92,15.63
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",1680,2800,265,387300,34500,,1,
RIO SAN JUAN FRACCIONAMIENTO LA RUEDA,183.5,7900,1038.9,241960,241960,26.1,1,2.1
"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",182,721.67,504,241960,43520,,2.73,17.24
ENTRADA PRESA CENTENARIO,205,360,48.2,68670,32550,10,1,6.41
ATOYAC-PANZACOLA,96.67,182.23,78.7,24000,24000,46.6,1,3.72
ANTES DE LA CONFLUENCIA CON EL RÍO ATOYAC,120,179.37,104.5,24000,24000,26.7,1,1
TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC,220,350.8,81.8,24000,24000,25.6,3.03,4.24
"RA-12 RIO ATOYAC, ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN",140,213.66,198.4,24000,24000,26.2,1,10.87
BARRANCA SAMBRANO AGUAS ABAJO DESCARGA POLAQUIMIA,220,530.8,100,24000,11000,26.6,1.52,17.24
RIO DE LOS NEGROS ANTES DE CONFLUENCIA CON RIO ZAHUAPAN,103.33,270.8,32.5,24000,930,27.1,1,1.62
RIO TEXCALAC ANTES DE LA CONFLUENCIA CON EL RÍO ATENCO,60,190.8,28.4,24000,24000,27.2,1,1.41
"RA-10 RIO XOPANAC, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",1520,3254,162.2,24000,24000,21.7,6.9,52.63
ADOLFO RUÍZ CORTÍNEZ,300,750.8,342.857,24000,24000,36.4,5.569,1
ARCO SAN NICOLAS TOTOLAPAN,224.4,435.49,113.85,25750000,21045000,,,
BAMORI RÍO SONORA,9.7,344.74,7583.3,24196,14136,83.6,1,1
SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 1,323.33,441.38,44,210,120,,,
LAGO NABOR CARRILLO 1,494,639.15,360,1100,1100,,,
LAGO NABOR CARRILLO 2,420,553.32,320,460,460,,,
RIO BUEN AVENTURA,258.7,324.15,156,2400,2400,10,1,4.35
BARRANCA OZUMBA,909.91,1622.54,640,,6000,,,
BARRANCA APANQUETZALCO,99.835,222.08,60,43,57.5,11.9,,
UBERO OAXACA,4.95,361.76,,,,,,
BY PASS,350,859.37,395.5,24000,24000,,1,11.76
ESCAMELA (FIRIOB),640,1181.6,210.8,24000,24000,,1.79,24.39
MARTINEZ DE LA TORRE (CITROSOL),780,1581.6,65.7,11000,2100,10,1.4,13.51
ARROYO EL AHOGADO PUENTE CARRETERA A CHAPALA,62.25,181.615,108.45,1221898,1221898,27.5,2.85,4.63
PUENTE GUADALUPE,76.5,228.08,220.7,241960,241960,11,1,9.62
ARIZPE,2,233.79,7766.7,24196,17329,90.6,1,1
SUR (SONORA)  (A) AGUAS ABAJO,154.25,362.69,21.1,241960,241960,10,1,10.87
DREN SUBRAMAL 0+400,136.35,1410,605.65,5,,88.7,,
RIO TIJUANA,104.5,195.33,96.2,241960,241960,21.1,1,1
RIO TIJUANA 4,130,205.95,142.5,24196,24196,73.5,1,1
ARROYO ALAMAR 3,199.25,271.28,96.3,2419600,2419600,10,1,2.78
RIO TECATE,95.5,179.28,31.2,2419600,2419600,10,1,2.82
RIO TIJUANA (LIMITE INTERNACIONAL),114.5,206.26,110,241960,241960,10,1,1
RÍO ESLAVA 2,386,796.11,157.15,480420980,19505980,10,2.63,25.64
RECICLAGUA AGUAS ABAJO,80.5,266.75,147.6,241960,241960,10,1,1
RIO PALIZADA AGUAS ABAJO DEL POBLADO,5.3,12.42,286.7,3873,512,74,1,1
PUENTE SAN FRANCISCO,5.7,10,258,3654,561,80.8,1,1
RIO BRAVO 19,6.3,10,284.7,15531,61,137.1,1,1
PLANTA NORTE,8.3,27.52,517.3,24196,24196,90.6,1,1
RH24-8 BRAVO CONCHOS,5.2,19.78,266.7,935,75,108.3,1,1
PUENTE PRESIDIO-OJINAGA,2,14.62,735,598,41,97,1,1
RH24-5 BRAVO CONCHOS,4.3,73.13,1337.5,24196,3448,106,1,1
DERIVADORA PEÑITAS,2.28,10,650,17890,5630,106.1,1,1
DESEMBOCADURA RIO COAHUAYANA,8.7,10,476,77010,6510,62.7,1,1
RIO LERMA 4,65.52,120.33,344,2400,240,12,1.28,5.88
PUENTE EL MOLINITO,19.6,57.15,481,307600,155300,36.6,1,1
RIO LERMA 30,22.2,98.18,693,241960,241960,21.2,1,1
SAN GUILLERMO (DESEP.RIO GUANAJUATO),77.5,145.36,309.5,241960,241960,13.9,1,1.48
CERRO BLANCO DE MANCERA,187.5,317.44,758,24196,24196,10,1,1.14
RT-9 RIO TURBIO-PUENTE RIO TURBIO (T. BLANCAS),284.75,388.72,784,1413600,1413600,10,1,7.69
AF-3 ARROYO HONDO-A.A. RIO TURBIO,213.75,3253.75,1207,241960,241960,19.6,2.49,15.38
LEON  (A) AGUAS ABAJO,134,1731.5,479,241960,241960,20.9,2.55,31.25
RIO LERMA 17,2,96.72,304.4,15530,13330,30.2,1,1
RIO LERMA 19,21.5,27.59,778.6,141360,111990,94,1,1
RH20-1 COSTA CHICA-RIO VERDE,2,22.88,860.6,24000,210,48.3,1,1
RIO PAPAGAYO 10,2,17.88,1125.3,24000,750,51.1,1,1
RIO PAPAGAYO 12,2,28.71,1308.7,24000,90,54.6,1,1
DESEMBOCADURA RIO PAPAGAYO 11,2,43.71,790.6,24000,24000,51.8,1,1
RIO PAPAGAYO 9,2,29.54,380,4600,1500,54.4,1,1
RIO PAPAGAYO 8,2,32.88,396.3,11000,2400,54.8,1,1
RIO PAPAGAYO 7,2,24.96,438.1,24000,11000,54.9,1,1
RIO PAPAGAYO 6,2,38.29,372.7,11000,4600,56,1,1
RIO PAPAGAYO 5,2,28.29,346.8,24000,24000,55,1,1
PUENTE PAPAGAYO,2,23.71,1262,24000,24000,62.8,1,1
PUENTE LAS HORQUETAS,2,39.13,1325,24000,430,53.8,1,1
RIO PAPAGAYO 3,2,77.46,2540,24000,24000,68.7,1,1
RIO PAPAGAYO 2,2,39.13,462.2,24000,24000,55.6,1,1
RIO PAPAGAYO 1,2,40.38,482.8,24000,24000,51.6,1,1
RIO PAPAGAYO 4,2,38.71,2618.4,24000,24000,55.4,1,1
RH16-5 BALSAS,2.14,13.29,386.7,24000,24000,81.3,1,1
PLAYA TORTUGUERA CAHUITLAN 3,,,300,1500,,,,
RH20-2 COSTA CHICA-RIO VERDE,2,45.79,412,11000,4600,30.4,1,1
PUENTE MILPILLAS,2,13.71,710,24000,930,30.9,1,1
RIO SANTA CATARINA 3,2,18.29,765.5,11000,4600,53.7,1,1
RIO SANTA CATARINA 4,2,16.63,506.1,11000,2400,57.4,1,1
RIO SANTA CATARINA 5,2,30.79,421.3,11000,4600,58.3,1,1
PAPALUTLA,2,36.63,2312.5,24000,24000,57.2,1,1
RIO LERMA 56,9.2,56.31,300,20980,8200,58.6,1,1
RIO LERMA 57,25.4,53.23,305,48840,19040,55.3,1,1
YURECUARO,19.1,63.23,477.5,34480,10860,52.9,1,1
RIO LERMA 40,16.7,26.75,791.4,241960,193290,62.4,1,1
RIO LERMA 60,37.4,110.15,1485.7,155310,141360,94,1,1
RIO COAHUAYANA SAN VICENTE,15.7,19.23,262.3,15390,1600,82,1,1
RIO COAHUAYANA 3,15.2,64.77,323.7,17930,2560,82,1,1
PUENTE COHUAYANA,14.8,19.23,388.7,17850,2690,91.4,1,1
DESEMBOCADURA  RIO COAHUAYANA 2,2,10,530.5,48840,4080,62.9,1,1
EL GIGANTE,4.4,23.74,398.3,24196,24196,78.7,1,1
RIO AMECA 8 (RIO AMECA SAN JUAN DE ABAJO),8.2,11.65,360,57940,8690,101.2,1,1
SAN PEDRO IXCATAN,2,10,718,1291,160,96.1,1,1
RIO ACAPONETA TECUALA,2,16.8,349.4,54750,10710,87.1,1,1
RIO ACAPONETA 4,2,29.4,370.6,24196,17329,86.3,1,1
RIO ACAPONETA 5,2,10.92,254.6,24196,10462,94.2,1,1
RIO ACAPONETA 9,11.8,12.6,279.8,14136,262,99.6,1,1
A LA ALTURA DEL POBLADO DE HUAJICORI,13.1,16.8,476,13330,100,101.3,1,1
HUAJICORI II,11.9,12.6,384.8,7940,750,105.6,1,1
RIO ACAPONETA 13,11.4,13.44,342.6,12100,520,98.3,1,1
RIO ACAPONETA MILPAS VIEJAS,2,18.48,499.6,36540,7890,86.3,1,1
DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO,160,382.23,367.7,24000,24000,13.4,1.77,90.91
LA AUTOPISTA P1 (24),193.33,500.03,416.7,11501200,930,12.3,5.38,1.38
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66,196.51,412.5,11000,4600,,1,1
"RA-17 RIO ATOYAC, AGUAS ABAJO DE LA BARRANCA DEL CONDE",66.67,167.94,873.3,4600,110,15.3,1,1
"RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",12.5,89.13,318.2,24000,24000,55.3,1,1
RÍO ATOTONILCO,6,78.29,351.9,24000,24000,57.2,1,1
ANTES DE LA CONFLUENCIA CON EL RÍO ATOTONILCO,18,94.54,465.4,24000,1500,57.2,1,1
