SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
RIO LERMA 29,2.0,118.26,92.3,24196.0,24196.0,70.6862,1.0,1.0
PRESA SOLIS 1,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 3,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 2,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 4,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 5,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 7,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
PRESA SOLIS 6,26.3497,85.4603,239.2342,638893.7171,79314.6654,67.3441,1.0542,1.8991
RÍO GUANAJUATO,65.0,101.59,24.0,24196.0,24196.0,62.7055,1.0,1.0
AGUAS ARRIBA RIO LAJA,36.8,85.44,57.5,6488.0,1624.0,86.3,1.0,1.8783
LAGO DE YURIRIA 6,2.0,27.98,10.0,98.0,10.0,71.3169,0.9886,0.954
LAGO DE YURIRIA 3,4.42,23.74,29.3,241.0,62.0,71.0127,0.9943,1.0235
LAGO DE YURIRIA 2,2.0,30.49,19.2,86.0,3.0,71.3031,0.9887,0.9565
LAGO DE YURIRIA 5,2.0,27.14,14.8,122.0,10.0,71.3177,0.9885,0.9529
RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,488.0,614.87,88.0,24196.0,24196.0,0.4719,1.0,19.61
LAGUNA TRES PALOS 2,25.8624,88.1798,16.0,40.0,54263.2159,67.2298,1.0547,1.9518
LAGUNA TRES PALOS 3,25.8593,88.2593,37.9,90.0,54216.6446,67.2191,1.0546,1.9512
LAGUNA DE COYUCA 1,25.8628,88.1689,13.0,40.0,54269.8694,67.2312,1.0547,1.9518
LAGUNA DE COYUCA 2,25.8645,88.1499,10.0,1500.0,54334.9056,67.2332,1.0547,1.9518
LAGUNA DE MITLA 1,3.86,21.21,10.0,3.0,3.0,71.1038,0.9928,1.0038
LAGUNA DE MITLA 2,5.43,29.54,13.0,3.0,3.0,70.8699,0.9971,1.0612
"GUERRERO SEG 42, 1 ISA10B",25.8626,88.1868,19.0,750.0,54284.9539,67.2286,1.0547,1.9516
"GUERRERO SEG 42, 2 ISA10B",25.8631,88.1807,18.0,1200.0,54305.1664,67.2292,1.0547,1.9516
RIO BALSAS 3,25.8829,88.0244,10.0,24196.0,55242.4755,67.2411,1.0547,1.9501
PRESA EL CARACOL 1,2.0,27.88,10.0,750.0,430.0,71.3135,0.9886,0.9548
PRESA EL CARACOL 3,2.0,26.63,11.0,3.0,3.0,71.3215,0.9885,0.9525
PRESA EL CARACOL 2,2.0,28.29,10.0,3.0,3.0,71.3158,0.9886,0.9543
PRESA EL CARACOL 4,2.0,30.79,40.0,1500.0,750.0,71.2852,0.9887,0.9579
PLAYA TORTUGUERA CAHUITLAN 3,25.8225,89.2056,300.0,1500.0,53691.7323,67.0917,1.0543,1.945
LAGO DE TUXPAN 1,2.0,29.54,14.0,930.0,230.0,71.3073,0.9887,0.956
LAGO DE TUXPAN 2,2.0,31.63,11.0,2400.0,1500.0,71.2895,0.9888,0.9612
OBRA DE TOMA PRESA REQUENA (OTPR),25.38,44.74,26.0,210.0,210.0,68.2473,1.0467,1.6921
MANANTIAL DE LA LAGUNA DE HUEYAPAN,23.28,50.34,10.0,43.0,43.0,68.5048,1.0419,1.6336
LAGUNA DE TEJOCOTAL 1,2.0,24.96,29.0,3.0,3.0,71.319,0.9884,0.9502
PRESA OMILTEMETL 2,2.57,27.88,13.0,3.0,3.0,71.2428,0.99,0.9713
LA ISLETA LAGUNA DE TECOCOMULCO,16.98,29.04,30.0,240.0,240.0,69.3807,1.0253,1.4164
THALIMEDES LAGUNA TECOCOMULCO,23.28,35.7,18.0,150.0,75.0,68.5555,1.0411,1.6175
PRESA ZIMAPAN 3,27.9,34.75,10.0,23.0,23.0,67.9711,1.0524,1.7588
PRESA ZIMAPAN 4,19.98,26.66,12.0,210.0,120.0,69.0149,1.0326,1.5063
PRESA ENDHÓ 4,104.11,198.46,56.0,2400.0,2400.0,57.5445,1.2474,4.2877
PRESA ENDHÓ 3,60.72,134.85,18.0,2400.0,2400.0,63.3636,1.1379,2.8835
PRESA ENDHÓ 2,27.12,35.82,16.0,2400.0,1100.0,68.0548,1.0506,1.7381
PRESA ENDHÓ 1,408.0,588.7,10.0,2400.0,1100.0,17.1609,2.0118,14.0669
RIO BALSAS 1,25.8829,88.0244,10.0,24196.0,55242.4755,67.2411,1.0547,1.9501
LAGUNA COSTERA EL CAIMAN 2,6.2,23.41,10.0,24196.0,24196.0,70.576,0.9997,1.1331
LAGUNA COSTERA EL CAIMAN 4,4.02,38.18,10.0,1439.0,52.0,71.0198,0.994,1.0273
LAGUNA COSTERA EL CAIMAN 5,4.46,32.97,10.0,1725.0,235.0,70.9813,0.9949,1.0355
PRESA LA VILLITA 2,2.0,29.13,10.0,3.0,3.0,71.3126,0.9886,0.9552
PRESA LA VILLITA 5,2.0,28.71,10.0,3.0,3.0,71.3142,0.9886,0.9548
PRESA LA VILLITA CENTRO,2.0,30.38,10.0,3.0,3.0,71.3079,0.9887,0.9566
RIO BALSAS 12 BIS,2.0,31.63,10.0,230.0,3.0,71.3033,0.9888,0.9579
PRESA LA VILLITA 5,2.0,25.79,10.0,40.0,3.0,71.3251,0.9885,0.9516
PRESA INFIERNILLO 2,2.0,43.71,10.0,430.0,150.0,71.2568,0.9894,0.9714
PRESA INFIERNILLO 3,2.0,27.04,10.0,90.0,40.0,71.3201,0.9885,0.953
PRESA INFIERNILLO 7,2.0,31.21,10.0,140.0,90.0,71.3041,0.9887,0.9577
PRESA INFIERNILLO 1,2.0,33.29,10.0,3.0,3.0,71.297,0.9888,0.9597
PRESA INFIERNILLO 4,2.0,29.96,10.0,3.0,3.0,71.3095,0.9887,0.9561
RIO BALSAS 2,25.8634,88.157,10.0,218.0,54283.6408,67.2328,1.0547,1.9519
RIO ANGULO,9.2,56.82,92.8,24196.0,15531.0,76.0,1.012,1.0
LAGUNA DE ZACAPU 2,2.0,10.0,13.2,288.0,52.0,71.3823,0.9877,0.9344
LAGUNA DE ZACAPU 1,2.0,10.0,15.2,3.0,3.0,71.3817,0.9877,0.9342
LAGUNA DE ZACAPU 3,2.0,10.0,35.4,3.0,3.0,71.3718,0.9877,0.9338
LAGO DE PATZCUARO 9,2.0,15.34,237.5264,1019.0,364.0,71.2493,0.9877,0.9355
LAGO DE PATZCUARO 10,11.8,39.46,15.5,504.0,3.0,70.0151,1.0132,1.268
PATZCUARO CUELLO DEL LAGO,2.0,51.77,11.0,379.0,41.0,71.2272,0.9898,0.9799
LAGO DE PATZCUARO 5,19.2,56.97,27.7,1870.0,200.0,68.9936,1.0322,1.515
PATZCUARO SENO QUIROGA,12.9,37.92,13.3,2046.0,10.0,69.8814,1.0158,1.3002
LAGO DE PATZCUARO 6,16.4,66.13,49.5,4710.0,310.0,69.3076,1.0257,1.4383
LAGO DE PATZCUARO 8,14.3,63.64,30.3,213.0,20.0,69.5966,1.0205,1.371
LAGO DE PATZCUARO 7,2.0,19.6,14.8,1296.0,10.0,71.3463,0.9882,0.9446
LAGO DE PATZCUARO 4,2.0,33.74,17.4,1396.0,3.0,71.2922,0.9889,0.96
PATZCUARO AREA DE ISLAS,11.5,37.67,41.3,1616.0,3.0,70.0481,1.0123,1.2561
LAGO DE PATZCUARO,2.0,10.0,32.3,708.0,10.0,71.3735,0.9877,0.9338
PATZCUARO SENO JANITZIO,11.7,45.18,18.2,1100.0,100.0,70.0045,1.0132,1.2713
LAGO DE PATZCUARO 2,12.1,51.51,68.5,980.0,200.0,69.904,1.0145,1.2896
PATZCUARO SENO DE ERONGARICUARO,2.0,11.93,57.5,4960.0,100.0,71.3546,0.9877,0.9352
LAGO DE PATZCUARO 3,2.0,45.18,37.1,3873.0,3.0,71.2407,0.9894,0.9718
PATZCUARO (JANITZIO - PATZCUARO),13.1,33.56,76.4,860.0,200.0,69.8391,1.016,1.3006
PATZCUARO MUELLE PRINCIPAL,5.0,10.0,61.3,776.0,189.0,70.9731,0.995,1.0259
LAGO DE PATZCUARO 1,2.0,10.0,24.3,146.0,86.0,71.3765,0.9877,0.9342
LAGO ZIRAHUEN - ENTRADA 1,2.0,10.0,10.0,10.0,3.0,71.3842,0.9877,0.9344
LAGO ZIRAHUEN MUELLE PRINCIPAL,2.0,10.0,10.0,211.0,146.0,71.3829,0.9877,0.9347
LAGO ZIRAHUEN CENTRO,2.0,10.0,10.0,3.0,3.0,71.3842,0.9877,0.9344
PRESA COINTZIO 2,15.4,21.84,11.2,85.0,41.0,69.6211,1.0211,1.3599
PRESA COINTZIO 3,2.0,10.0,10.0,262.0,41.0,71.3839,0.9877,0.9344
PRESA COINTZIO 4,2.0,10.0,10.0,336.0,3.0,71.3843,0.9877,0.9343
LA MINTZITA 1,2.0,10.0,10.0,31.0,20.0,71.3841,0.9877,0.9344
MANANTIAL LA MINTZITA,2.0,10.0,10.0,185.0,161.0,71.3828,0.9877,0.9347
CUITZEO ESTACION QUERENDARO,10.1,126.64,38.3,19863.0,633.0,69.8965,1.0133,1.3102
LAGO DE CUITZEO 11,17.9,102.28,51.8,24196.0,142.0,68.9873,1.0312,1.522
LAGO DE CUITZEO 9,7.1,81.69,86.6,8840.0,200.0,70.426,1.0037,1.1675
LAGO DE CUITZEO 7,78.6,105.62,33.0,4106.0,3.0,61.1967,1.1802,3.396
PRESA EL BOSQUE 3,2.0,10.0,10.0,1872.0,63.0,71.3843,0.9877,0.9344
PRESA EL BOSQUE 2,9.52,12.72,17.6,3654.0,1137.0,70.3969,1.0063,1.171
PRESA EL BOSQUE 1,2.0,10.0,11.2,1259.0,52.0,71.3836,0.9877,0.9344
LAGO DE CAMECUARO 1,2.0,10.0,10.0,97.0,52.0,71.3838,0.9877,0.9345
CUITZEO MARIANO ESCOBEDO,4.92,105.44,30.7,24196.0,185.0,70.6493,0.9996,1.1264
LAGO DE CAMECUARO 2,2.0,10.0,10.0,246.0,109.0,71.3833,0.9877,0.9346
LAGO DE CAMECUARO 3,4.02,14.21,10.0,393.0,121.0,71.1085,0.9928,1.0014
CUITZEO LA ORTIGA,7.82,69.13,36.6,3873.0,62.0,70.4046,1.0049,1.1772
LAGUNA AGUA GRANDE 5 (ESTERO TEACAPAN 5),25.8651,88.1707,19.3,3873.0,54409.1714,67.2295,1.0547,1.9514
LAGUNA AGUA GRANDE DESEMBOCADURA (ESTERO TEACAPAN DESEMBOCADURA),25.8589,88.2678,40.2,63.0,54210.4639,67.218,1.0546,1.9512
PASO DE LA YESCA,5.43,30.755,14.35,196.5,3.0,70.8648,0.9971,1.0625
PRESA EL CAJON 5,9.4,24.24,20.3,20.0,3.0,70.3772,1.0065,1.1775
PRESA EL CAJON 4,10.9,12.54,11.2,10.0,3.0,70.2332,1.0096,1.2111
ESTERO TEAPAQUEÑO PUENTE LA COMPUERTA,25.8653,88.1444,10.0,2495.0,54374.6937,67.2336,1.0547,1.9517
PRESA SOLIDARIDAD 1(P.H. AGUAMILPA 1 CORTINA),7.2,10.0,10.0,218.0,3.0,70.7177,1.0004,1.0944
PRESA SOLIDARIDAD 2 (P.H. AGUAMILPA 2),2.0,10.0,10.0,384.0,20.0,71.3842,0.9877,0.9344
PRESA SOLIDARIDAD 5 (P.H. AGUAMILPA 5),2.0,10.0,10.0,529.0,3.0,71.3844,0.9877,0.9343
PRESA SOLIDARIDAD 3 (P.H. AGUAMILPA 3),2.0,10.0,10.0,189.0,10.0,71.3842,0.9877,0.9344
PRESA SOLIDARIDAD 4 (P.H. AGUAMILPA 4),2.0,72.03,10.0,1430.0,10.0,71.1525,0.9908,1.0019
PRESA SOLIDARIDAD 6 (P.H. AGUAMILPA 6 LAS ADJUNTAS),2.0,10.0,14.6,110.0,3.0,71.382,0.9877,0.9342
PRESA SOLIDARIDAD 7 (P.H. AGUAMILPA 7 DESEMBOCADURA DEL RIO HUAYNAMOTA),2.0,10.97,10.0,520.0,3.0,71.3808,0.9877,0.9354
RIO SAN PEDRO 12,25.86,88.2449,34.4,393.0,54236.5235,67.2209,1.0546,1.9513
RIO SAN PEDRO 11 (BOCA DE CAMICHIN),25.8636,88.1561,10.2,520.0,54295.2737,67.2328,1.0547,1.9519
DESEMBOCADURA RIO SAN PEDRO,25.8631,88.1876,20.6,1664.0,54317.9545,67.2281,1.0547,1.9515
RIO SAN PEDRO 10  (EL SESTEO),25.8641,88.1734,17.8,2382.0,54352.8759,67.2297,1.0547,1.9515
LAGO LA CAMALOTA,3.58,10.0,10.0,2354.0,253.0,71.1801,0.9916,0.9834
LA TOVARA 3 (ESTERO EL CONCHAL),25.8669,88.162,20.9,6488.0,54510.1918,67.2296,1.0547,1.9512
LAGUNA DE SANTA MARIA DEL ORO 1 (RESTAURANT LA MATA),2.0,10.0,10.0,161.0,3.0,71.3843,0.9877,0.9344
LAGUNA DE SANTA MARIA DEL ORO 2  A LA ALTURA DEL RESTAURANT EL DESAGUE,6.76,10.0,10.0,199.0,3.0,70.7741,0.9993,1.0809
PESCADERO (POBLADO),2.0,16.64,57.4,24196.0,31.0,71.3444,0.9879,0.9388
LAGUNA AGUA BRAVA 3,25.8553,88.367,68.2,556.0,54168.0786,67.2045,1.0546,1.9505
LAGUNA AGUA BRAVA 4,25.8592,88.2658,40.0,295.0,54220.1847,67.2182,1.0546,1.9512
LAGUNA AGUA BRAVA 2,25.8551,88.3698,68.9,504.0,54164.4467,67.2041,1.0546,1.9505
LAGUNA AGUA BRAVA 1,25.8598,88.2627,40.4,1112.0,54251.9679,67.2182,1.0546,1.9511
PIMIENTILLO (EMBARCADERO),25.8629,88.2357,38.3,4611.0,54396.5437,67.2205,1.0546,1.9509
CANAL DE CUAUTLA,25.8617,88.2014,22.3,279.0,54258.8007,67.2268,1.0547,1.9516
DESEMBOCADURA LAGUNA AGUA BRAVA,25.8617,88.198,21.0,52.0,54252.6066,67.2273,1.0547,1.9516
LAGUNA AGUA GRANDE 2,25.8614,88.2094,24.6,355.0,54256.7387,67.2257,1.0547,1.9515
ESTERO CUAUTLA PUERTA DEL RIO,25.8649,88.1491,10.9,2247.0,54362.7806,67.233,1.0547,1.9517
"EMBARCADERO ""OTATITOS""",25.8636,88.1557,10.0,448.0,54292.8381,67.2328,1.0547,1.9519
EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),25.9245,88.351,237.6983,116050.0,58407.1381,67.1614,1.0544,1.9379
BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),25.8423,88.9097,237.4015,15000.0,54366.3404,67.1261,1.0544,1.9454
EMERGENCIA HIDROECOLOGICA (AGUA ARRIBA DEL PUNTO DE AFECTACIÓN),173.065,2381.18,593.305,6785618.1562,423777.0465,58.7522,1.1687,4.401
EMERGENCIA HIDROECOLOGICA( AGUA ABAJO DEL PUNTO DE AFECTACIÓN),27.3901,101.74,241.745,586244.1778,81757.356,67.2832,1.055,1.9169
RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,60.2,162.83,117.78,23000000.0,964289.2184,70.5894,1.1333,1.3706
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66.0,196.51,412.5,11000.0,4600.0,62.2126,1.0,1.0
PRESA NECAXA 2,12.67,33.71,22.0,430.0,230.0,69.9198,1.015,1.2889
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 8,2.0,71.21,18.0,430.0,230.0,71.1492,0.9907,1.0014
PRESA TENANGO,3.5,75.38,16.0,110.0,70.0,70.9437,0.9946,1.0518
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 7,2.0,61.63,15.0,210.0,110.0,71.1876,0.9903,0.9907
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 5,2.0,63.71,10.0,230.0,90.0,71.1825,0.9904,0.9931
AF-1 RIO CHIQUITO,540.0,895.88,440.0,24000.0,24000.0,2.4231,1.63,1.0
"RA-8 RIO XOCHIAC, AGUAS ARRIBA DE LA CONFLUENCIA CON COLECTOR EL CARMEN",760.0,1426.06,500.0,2400.0,230.0,13.6531,9.17,13.51
NEXAPA LOS MOLINOS P1 (31),10.76,18.67,10.0,605244.6564,79510.7237,69.7045,1.0129,1.3518
NEXAPA-LAS FAJANAS P1 (33),99.2,170.16,102.0,1482587.9588,46956.6989,57.7549,1.2371,4.2375
PRESA MANUEL AVILA CAMACHO 6,22.67,73.71,21.0,24000.0,24000.0,68.2728,1.0426,1.6943
MANUEL AVILA CAMACHO (OBRA DE TOMA) P1(32),19.8,39.21,16.0,11615.0,90.0,68.9933,1.0328,1.5134
ATOYAC DESPUES DE LA CONFLUENCIA DEL ZAHUAPAN,126.67,185.09,104.7,24000.0,24000.0,26.2,1.0,5.3598
ATOYAC ANTES DE LA CONFLUENCIA DEL ZAHUAPAN,145.0,225.09,166.7,24000.0,24000.0,22.1,1.0,6.0042
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",1680.0,2800.0,265.0,387300.0,34500.0,154.8119,1.0,55.6449
"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",182.0,721.67,504.0,241960.0,43520.0,50.1562,2.73,17.24
PRESA ZIMAPAN 2,22.5,32.37,82.0,43.0,15.0,68.6372,1.039,1.5882
BOMBAS DE LA PRESA INFIERNILLO,2.0,10.0,40.5,1250.0,10.0,71.3697,0.9876,0.9336
JALPAN,2.0,10.0,10.0,586.0,97.0,71.3835,0.9877,0.9345
MANGLARES DE NICHUPTE 4,25.8612,88.2092,24.0,3.0,54243.9936,67.2259,1.0547,1.9516
LAGUNA DE NICHUPTE 4,25.8606,88.2269,29.0,93.0,54236.5034,67.2234,1.0546,1.9515
LAGUNA DE NICHUPTE 2,25.8606,88.2237,28.0,3.0,54235.1223,67.2239,1.0546,1.9515
MANGLARES DE NICHUPTE 1,25.8607,88.2237,28.0,9.0,54235.3622,67.2239,1.0546,1.9515
MANGLARES DE NICHUPTE 2,25.8601,88.2383,32.0,7.0,54226.4109,67.222,1.0546,1.9514
ARRECIFE DE PUERTO MORELOS 1,25.8601,88.2382,32.0,23.0,54227.0507,67.222,1.0546,1.9514
PLAYA MAYA,25.8234,89.1629,286.0,3.0,53662.9199,67.098,1.0544,1.9454
SIAN KA AN 12,25.8595,88.2527,36.0,23.0,54218.1793,67.22,1.0546,1.9513
SIAN KA AN 6,25.8622,88.1836,17.0,9.0,54259.7584,67.2293,1.0547,1.9517
SIAN KA AN 5,25.8484,88.5331,113.0,3.0,54046.606,67.1824,1.0546,1.9495
SIAN KA AN 10,25.8604,88.231,30.0,3.0,54230.6866,67.2229,1.0546,1.9514
SIAN KA AN 4,25.8583,88.282,44.0,3.0,54199.6369,67.2161,1.0546,1.9511
SIAN KA AN 3,25.8578,88.2965,48.0,3.0,54190.7655,67.2141,1.0546,1.951
SIAN KA AN 9,25.8596,88.2492,35.0,3.0,54219.5974,67.2205,1.0546,1.9513
SIAN KA AN 2,25.8609,88.2164,26.0,3.0,54239.558,67.2249,1.0546,1.9515
LAGUNA SIAN KAAN 4,25.8604,88.231,30.0,3.0,54230.6866,67.2229,1.0546,1.9514
BAHIA PRINCIPE 1,25.8588,88.271,41.0,3.0,54206.2904,67.2176,1.0546,1.9512
AKUMAL 2 BEACH RESORT (HOTEL),25.8562,88.3366,59.0,3.0,54166.3693,67.2088,1.0546,1.9508
PUERTO AVENTURAS 3,25.8598,88.2456,34.0,3.0,54221.8153,67.221,1.0546,1.9513
PLAYA XCALACOCO / CARMEN 6,25.8582,88.2856,45.0,3.0,54197.419,67.2156,1.0546,1.9511
MANGLARES Y HUMEDALES DEL NORTE DE LA ISLA DE COZUMEL 1,25.8592,88.2759,44.0,1100.0,54243.5038,67.2165,1.0546,1.951
PARQUE NACIONAL ARRECIFE DE COZUMEL 1,25.8552,88.3619,66.0,23.0,54151.6442,67.2054,1.0546,1.9506
PARQUE NACIONAL ARRECIFE DE COZUMEL 3,25.8579,88.3087,53.0,1100.0,54223.5433,67.2121,1.0546,1.9508
