SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
PRESA SOLIS 3,,,,,,,,
PRESA SOLIS 2,,,,,,,,
PRESA SOLIS 4,,,,,,,,
PRESA SOLIS 5,,,,,,,,
PRESA SOLIS 7,,,,,,,,
PRESA SOLIS 6,,,,,,,,
RÍO GUANAJUATO,65.0,101.59,24.0,24196.0,24196.0,,1.0,1.0
AGUAS ARRIBA RIO LAJA,36.8,85.44,57.5,6488.0,1624.0,86.3,1.0,
LAGO DE YURIRIA 6,2.0,27.98,10.0,98.0,10.0,,,
LAGO DE YURIRIA 3,4.42,23.74,29.3,241.0,62.0,,,
LAGO DE YURIRIA 2,2.0,30.49,19.2,86.0,3.0,,,
LAGO DE YURIRIA 5,2.0,27.14,14.8,122.0,10.0,,,
RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,488.0,614.87,88.0,24196.0,24196.0,,1.0,19.61
LAGUNA TRES PALOS 2,,,16.0,40.0,,,,
LAGUNA TRES PALOS 3,,,37.9,90.0,,,,
LAGUNA DE COYUCA 1,,,13.0,40.0,,,,
LAGUNA DE COYUCA 2,,,10.0,1500.0,,,,
LAGUNA DE MITLA 1,3.86,21.21,10.0,3.0,3.0,,,
LAGUNA DE MITLA 2,5.43,29.54,13.0,3.0,3.0,,,
"GUERRERO SEG 42, 1 ISA10B",,,19.0,750.0,,,,
"GUERRERO SEG 42, 2 ISA10B",,,18.0,1200.0,,,,
RIO BALSAS 3,,,10.0,24196.0,,,,
PRESA EL CARACOL 1,2.0,27.88,10.0,750.0,430.0,,,
PRESA EL CARACOL 3,2.0,26.63,11.0,3.0,3.0,,,
PRESA EL CARACOL 2,2.0,28.29,10.0,3.0,3.0,,,
PRESA EL CARACOL 4,2.0,30.79,40.0,1500.0,750.0,,,
PLAYA TORTUGUERA CAHUITLAN 3,,,300.0,1500.0,,,,
LAGO DE TUXPAN 1,2.0,29.54,14.0,930.0,230.0,,,
LAGO DE TUXPAN 2,2.0,31.63,11.0,2400.0,1500.0,,,
OBRA DE TOMA PRESA REQUENA (OTPR),25.38,44.74,26.0,210.0,210.0,,,
MANANTIAL DE LA LAGUNA DE HUEYAPAN,23.28,50.34,10.0,43.0,43.0,,,
LAGUNA DE TEJOCOTAL 1,2.0,24.96,29.0,3.0,3.0,,,
PRESA OMILTEMETL 2,2.57,27.88,13.0,3.0,3.0,,,
LA ISLETA LAGUNA DE TECOCOMULCO,16.98,29.04,30.0,240.0,240.0,,,
THALIMEDES LAGUNA TECOCOMULCO,23.28,35.7,18.0,150.0,75.0,,,
PRESA ZIMAPAN 3,27.9,34.75,10.0,23.0,23.0,,,
PRESA ZIMAPAN 4,19.98,26.66,12.0,210.0,120.0,,,
PRESA ENDHÓ 4,104.11,198.46,56.0,2400.0,2400.0,,,
PRESA ENDHÓ 3,60.72,134.85,18.0,2400.0,2400.0,,,
PRESA ENDHÓ 2,27.12,35.82,16.0,2400.0,1100.0,,,
PRESA ENDHÓ 1,408.0,588.7,10.0,2400.0,1100.0,,,
RIO BALSAS 1,,,10.0,24196.0,,,,
LAGUNA COSTERA EL CAIMAN 2,6.2,23.41,10.0,24196.0,24196.0,,,
LAGUNA COSTERA EL CAIMAN 4,4.02,38.18,10.0,1439.0,52.0,,,
LAGUNA COSTERA EL CAIMAN 5,4.46,32.97,10.0,1725.0,235.0,,,
PRESA LA VILLITA 2,2.0,29.13,10.0,3.0,3.0,,,
PRESA LA VILLITA 5,2.0,28.71,10.0,3.0,3.0,,,
PRESA LA VILLITA CENTRO,2.0,30.38,10.0,3.0,3.0,,,
RIO BALSAS 12 BIS,2.0,31.63,10.0,230.0,3.0,,,
PRESA LA VILLITA 5,2.0,25.79,10.0,40.0,3.0,,,
PRESA INFIERNILLO 2,2.0,43.71,10.0,430.0,150.0,,,
PRESA INFIERNILLO 3,2.0,27.04,10.0,90.0,40.0,,,
PRESA INFIERNILLO 7,2.0,31.21,10.0,140.0,90.0,,,
PRESA INFIERNILLO 1,2.0,33.29,10.0,3.0,3.0,,,
PRESA INFIERNILLO 4,2.0,29.96,10.0,3.0,3.0,,,
RIO BALSAS 2,,,10.0,218.0,,,,
RIO ANGULO,9.2,56.82,92.8,24196.0,15531.0,76.0,,1.0
LAGUNA DE ZACAPU 2,2.0,10.0,13.2,288.0,52.0,,,
LAGUNA DE ZACAPU 1,2.0,10.0,15.2,3.0,3.0,,,
LAGUNA DE ZACAPU 3,2.0,10.0,35.4,3.0,3.0,,,
LAGO DE PATZCUARO 9,2.0,15.34,,1019.0,364.0,,,
LAGO DE PATZCUARO 10,11.8,39.46,15.5,504.0,3.0,,,
PATZCUARO CUELLO DEL LAGO,2.0,51.77,11.0,379.0,41.0,,,
LAGO DE PATZCUARO 5,19.2,56.97,27.7,1870.0,200.0,,,
PATZCUARO SENO QUIROGA,12.9,37.92,13.3,2046.0,10.0,,,
LAGO DE PATZCUARO 6,16.4,66.13,49.5,4710.0,310.0,,,
LAGO DE PATZCUARO 8,14.3,63.64,30.3,213.0,20.0,,,
LAGO DE PATZCUARO 7,2.0,19.6,14.8,1296.0,10.0,,,
LAGO DE PATZCUARO 4,2.0,33.74,17.4,1396.0,3.0,,,
PATZCUARO AREA DE ISLAS,11.5,37.67,41.3,1616.0,3.0,,,
LAGO DE PATZCUARO,2.0,10.0,32.3,708.0,10.0,,,
PATZCUARO SENO JANITZIO,11.7,45.18,18.2,1100.0,100.0,,,
LAGO DE PATZCUARO 2,12.1,51.51,68.5,980.0,200.0,,,
PATZCUARO SENO DE ERONGARICUARO,2.0,11.93,57.5,4960.0,100.0,,,
LAGO DE PATZCUARO 3,2.0,45.18,37.1,3873.0,3.0,,,
PATZCUARO (JANITZIO - PATZCUARO),13.1,33.56,76.4,860.0,200.0,,,
PATZCUARO MUELLE PRINCIPAL,5.0,10.0,61.3,776.0,189.0,,,
LAGO DE PATZCUARO 1,2.0,10.0,24.3,146.0,86.0,,,
LAGO ZIRAHUEN - ENTRADA 1,2.0,10.0,10.0,10.0,3.0,,,
LAGO ZIRAHUEN MUELLE PRINCIPAL,2.0,10.0,10.0,211.0,146.0,,,
LAGO ZIRAHUEN CENTRO,2.0,10.0,10.0,3.0,3.0,,,
PRESA COINTZIO 2,15.4,21.84,11.2,85.0,41.0,,,
PRESA COINTZIO 3,2.0,10.0,10.0,262.0,41.0,,,
PRESA COINTZIO 4,2.0,10.0,10.0,336.0,3.0,,,
LA MINTZITA 1,2.0,10.0,10.0,31.0,20.0,,,
MANANTIAL LA MINTZITA,2.0,10.0,10.0,185.0,161.0,,,
CUITZEO ESTACION QUERENDARO,10.1,126.64,38.3,19863.0,633.0,,,
LAGO DE CUITZEO 11,17.9,102.28,51.8,24196.0,142.0,,,
LAGO DE CUITZEO 9,7.1,81.69,86.6,8840.0,200.0,,,
LAGO DE CUITZEO 7,78.6,105.62,33.0,4106.0,3.0,,,
PRESA EL BOSQUE 3,2.0,10.0,10.0,1872.0,63.0,,,
PRESA EL BOSQUE 2,9.52,12.72,17.6,3654.0,1137.0,,,
PRESA EL BOSQUE 1,2.0,10.0,11.2,1259.0,52.0,,,
LAGO DE CAMECUARO 1,2.0,10.0,10.0,97.0,52.0,,,
CUITZEO MARIANO ESCOBEDO,4.92,105.44,30.7,24196.0,185.0,,,
LAGO DE CAMECUARO 2,2.0,10.0,10.0,246.0,109.0,,,
LAGO DE CAMECUARO 3,4.02,14.21,10.0,393.0,121.0,,,
CUITZEO LA ORTIGA,7.82,69.13,36.6,3873.0,62.0,,,
LAGUNA AGUA GRANDE 5 (ESTERO TEACAPAN 5),,,19.3,3873.0,,,,
LAGUNA AGUA GRANDE DESEMBOCADURA (ESTERO TEACAPAN DESEMBOCADURA),,,40.2,63.0,,,,
PASO DE LA YESCA,5.43,30.755,14.35,196.5,3.0,,,
PRESA EL CAJON 5,9.4,24.24,20.3,20.0,3.0,,,
PRESA EL CAJON 4,10.9,12.54,11.2,10.0,3.0,,,
ESTERO TEAPAQUEÑO PUENTE LA COMPUERTA,,,10.0,2495.0,,,,
PRESA SOLIDARIDAD 1(P.H. AGUAMILPA 1 CORTINA),7.2,10.0,10.0,218.0,3.0,,,
PRESA SOLIDARIDAD 2 (P.H. AGUAMILPA 2),2.0,10.0,10.0,384.0,20.0,,,
PRESA SOLIDARIDAD 5 (P.H. AGUAMILPA 5),2.0,10.0,10.0,529.0,3.0,,,
PRESA SOLIDARIDAD 3 (P.H. AGUAMILPA 3),2.0,10.0,10.0,189.0,10.0,,,
PRESA SOLIDARIDAD 4 (P.H. AGUAMILPA 4),2.0,72.03,10.0,1430.0,10.0,,,
PRESA SOLIDARIDAD 6 (P.H. AGUAMILPA 6 LAS ADJUNTAS),2.0,10.0,14.6,110.0,3.0,,,
PRESA SOLIDARIDAD 7 (P.H. AGUAMILPA 7 DESEMBOCADURA DEL RIO HUAYNAMOTA),2.0,10.97,10.0,520.0,3.0,,,
RIO SAN PEDRO 12,,,34.4,393.0,,,,
RIO SAN PEDRO 11 (BOCA DE CAMICHIN),,,10.2,520.0,,,,
DESEMBOCADURA RIO SAN PEDRO,,,20.6,1664.0,,,,
RIO SAN PEDRO 10  (EL SESTEO),,,17.8,2382.0,,,,
LAGO LA CAMALOTA,3.58,10.0,10.0,2354.0,253.0,,,
LA TOVARA 3 (ESTERO EL CONCHAL),,,20.9,6488.0,,,,
LAGUNA DE SANTA MARIA DEL ORO 1 (RESTAURANT LA MATA),2.0,10.0,10.0,161.0,3.0,,,
LAGUNA DE SANTA MARIA DEL ORO 2  A LA ALTURA DEL RESTAURANT EL DESAGUE,6.76,10.0,10.0,199.0,3.0,,,
PESCADERO (POBLADO),2.0,16.64,57.4,24196.0,31.0,,,
LAGUNA AGUA BRAVA 3,,,68.2,556.0,,,,
LAGUNA AGUA BRAVA 4,,,40.0,295.0,,,,
LAGUNA AGUA BRAVA 2,,,68.9,504.0,,,,
LAGUNA AGUA BRAVA 1,,,40.4,1112.0,,,,
PIMIENTILLO (EMBARCADERO),,,38.3,4611.0,,,,
CANAL DE CUAUTLA,,,22.3,279.0,,,,
DESEMBOCADURA LAGUNA AGUA BRAVA,,,21.0,52.0,,,,
LAGUNA AGUA GRANDE 2,,,24.6,355.0,,,,
ESTERO CUAUTLA PUERTA DEL RIO,,,10.9,2247.0,,,,
"EMBARCADERO ""OTATITOS""",,,10.0,448.0,,,,
EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),,,,116050.0,,,,
BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),,,,15000.0,,,,
EMERGENCIA HIDROECOLOGICA (AGUA ARRIBA DEL PUNTO DE AFECTACIÓN),,2381.18,,,,,,
EMERGENCIA HIDROECOLOGICA( AGUA ABAJO DEL PUNTO DE AFECTACIÓN),,101.74,,,,,,
RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,60.2,162.83,117.78,23000000.0,,,,
ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,66.0,196.51,412.5,11000.0,4600.0,,1.0,1.0
PRESA NECAXA 2,12.67,33.71,22.0,430.0,230.0,,,
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 8,2.0,71.21,18.0,430.0,230.0,,,
PRESA TENANGO,3.5,75.38,16.0,110.0,70.0,,,
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 7,2.0,61.63,15.0,210.0,110.0,,,
SISTEMA DE REPRESAS Y CORREDORES BIOLOGICOS DE LA CUENCA HIDROGRAFICA DEL RIO NECAXA 5,2.0,63.71,10.0,230.0,90.0,,,
AF-1 RIO CHIQUITO,540.0,895.88,440.0,24000.0,24000.0,,1.63,1.0
"RA-8 RIO XOCHIAC, AGUAS ARRIBA DE LA CONFLUENCIA CON COLECTOR EL CARMEN",760.0,1426.06,500.0,2400.0,230.0,,9.17,13.51
NEXAPA LOS MOLINOS P1 (31),10.76,18.67,10.0,,,,,
NEXAPA-LAS FAJANAS P1 (33),99.2,170.16,102.0,,,,,
PRESA MANUEL AVILA CAMACHO 6,22.67,73.71,21.0,24000.0,24000.0,,,
MANUEL AVILA CAMACHO (OBRA DE TOMA) P1(32),19.8,39.21,16.0,11615.0,90.0,,,
ATOYAC DESPUES DE LA CONFLUENCIA DEL ZAHUAPAN,126.67,185.09,104.7,24000.0,24000.0,26.2,1.0,
ATOYAC ANTES DE LA CONFLUENCIA DEL ZAHUAPAN,145.0,225.09,166.7,24000.0,24000.0,22.1,1.0,
"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",1680.0,2800.0,265.0,387300.0,34500.0,,1.0,
"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",182.0,721.67,504.0,241960.0,43520.0,,2.73,17.24
PRESA ZIMAPAN 2,22.5,32.37,82.0,43.0,15.0,,,
BOMBAS DE LA PRESA INFIERNILLO,2.0,10.0,40.5,1250.0,10.0,,,
JALPAN,2.0,10.0,10.0,586.0,97.0,,,
MANGLARES DE NICHUPTE 4,,,24.0,3.0,,,,
LAGUNA DE NICHUPTE 4,,,29.0,93.0,,,,
LAGUNA DE NICHUPTE 2,,,28.0,3.0,,,,
MANGLARES DE NICHUPTE 1,,,28.0,9.0,,,,
MANGLARES DE NICHUPTE 2,,,32.0,7.0,,,,
ARRECIFE DE PUERTO MORELOS 1,,,32.0,23.0,,,,
PLAYA MAYA,,,286.0,3.0,,,,
SIAN KA AN 12,,,36.0,23.0,,,,
SIAN KA AN 6,,,17.0,9.0,,,,
SIAN KA AN 5,,,113.0,3.0,,,,
SIAN KA AN 10,,,30.0,3.0,,,,
SIAN KA AN 4,,,44.0,3.0,,,,
SIAN KA AN 3,,,48.0,3.0,,,,
SIAN KA AN 9,,,35.0,3.0,,,,
SIAN KA AN 2,,,26.0,3.0,,,,
LAGUNA SIAN KAAN 4,,,30.0,3.0,,,,
BAHIA PRINCIPE 1,,,41.0,3.0,,,,
AKUMAL 2 BEACH RESORT (HOTEL),,,59.0,3.0,,,,
PUERTO AVENTURAS 3,,,34.0,3.0,,,,
PLAYA XCALACOCO / CARMEN 6,,,45.0,3.0,,,,
MANGLARES Y HUMEDALES DEL NORTE DE LA ISLA DE COZUMEL 1,,,44.0,1100.0,,,,
PARQUE NACIONAL ARRECIFE DE COZUMEL 1,,,66.0,23.0,,,,
PARQUE NACIONAL ARRECIFE DE COZUMEL 3,,,53.0,1100.0,,,,
PARQUE NACIONAL ARRECIFE DE COZUMEL 2,,,55.0,460.0,,,,
XCALAK 2,,,35.0,3.0,,,,
PARQUE NACIONAL ARRECIFES DE XCALAK 2,,,32.0,3.0,,,,
LAGUNA DE CHICHANKANAB 1,14.97,25.7,14.0,1100.0,240.0,,,
LAGUNA BACALAR 3,14.97,23.91,10.0,210.0,120.0,,,
LAGUNA BACALAR 2,20.16,26.84,10.0,43.0,23.0,,,
LAGUNA BACALAR (BALNEARIO EJIDAL),21.24,28.3,14.0,3.0,3.0,,,
XUL-HA,15.54,24.4,12.0,3.0,3.0,,,
PRESA LA MUÑECA (OBRA DE TOMA),2.0,14.49,10.0,2400.0,1100.0,,,
PRESA SAN JOSE 1,5.53,51.15,10.0,1100.0,20.0,,,
PRESA EL POTOSINO 1,2.0,37.47,10.0,2400.0,1100.0,,,
LAGUNA CARMEN-MACHONA 6,,,14.6,931.0,,,,
MANATINERO,,,33.1,160.0,,,,
BELLOTE,,,10.0,12350.0,,,,
EL PUENTE,,,14.85,293.5,,,,
LAGUNA DE MECOACAN 3,,,13.0,292.0,,,,
LAGUNA DE MECOACAN 4,,,22.65,1673.5,,,,
LAGUNA DE MECOACAN 2,,,10.0,504.0,,,,
LAGUNA DE MECOACAN 5,,,10.0,12170.0,,,,
BARRA DE SAN PEDRO,,,46.0,93.0,,,,
RESERVA DE LA BIOSFERA PANTANOS DE CENTLA 6,15.09,19.2,23.0,75.0,30.0,,,
RIO ZAHUAPAN DESPUES DE CONFLUENCIA DE RIO DE LOS NEGROS,18.67,50.38,34.0,24000.0,,27.6,1.0,1.0
PRESA ATLANGA SANTA CLARA OZUMBA (PRESA SAN JOSE ATLANGA 2),12.33,67.04,75.0,3.0,3.0,,,
PRESA ATLANGA CENTRO ORIENTE (PRESA SAN JOSE ATLANGA 7),46.0,136.63,,210.0,110.0,,,
PRESA ATLANGA AEROPUERTO (PRESA SAN JOSE ATLANGA 4),13.67,50.38,56.0,930.0,210.0,,,
PRESA ATLANGA ZACAPEXCO (PRESA SAN JOSE ATLANGA 6),8.33,33.71,12.0,4600.0,2400.0,,,
PRESA ATLANGA LA HERRADURA (PRESA SAN JOSE ATLANGA 3),7.5,35.79,27.0,230.0,40.0,,,
PRESA ATLANGA CORTINA (PRESA DE ATLANGATEPEC 3),8.75,32.88,23.0,2100.0,230.0,,,
PRESA ATLANGA ZAHUAPAN (PRESA SAN JOSE ATLANGA 5),12.67,69.13,14.0,430.0,150.0,,,
M1 REFERENCIA,,,,,,12.4,1.0,1.0
M2 SITIO IMPACTADO,,,,,,10.0,1.0,1.0
M3 SITIO IMPACTADO,,,,,,10.0,1.0,1.0
M4 SITIO CAZONES,,,,,,95.9,1.0,1.0
BARRANCA LAS VÍBORAS AGUAS ARRIBA ANTES DEL DERRAME,,,,,,10.0,,
BARRANCA LAS VÍBORAS SITIO IMPACTADO,,,,,,56.4,,
BARRANCA LAS VÍBORAS AGUAS ABAJO DESPUÉS DEL DERRAME,,,,,,15.6,,
OT ISLA II-310722,,,,,,98.1,1.0,1.0
OT VÍA CORTA-310722,,,,,,92.1,1.0,1.0
OT ISLA I-310722,,,,,,88.5,1.0,1.0
PUENTE PLATANAR,,,,,,68.0,1.0,1.0
PUENTE FUGA-310722,,,,,,43.0,1.0,1.0
PUENTE VILLA SAN MANUEL-310722,,,,,,60.4,1.0,1.0
OT EL MANGO-310722,,,,,,94.3,1.0,1.0
AGUAS ARRIBA,,,,,,99.3,,
AGUAS ABAJO,,,,,,100.7,,
RÍO SABINAS AGUAS ABAJO DE LA DESCARGA,,41.0,,3873.0,,28.0,,1.0
RÍO SABINAS AGUAS ARRIBA DE LA DESCARGA,,68.0,,24196.0,,72.0,,1.0
PLAYA AZUL,,,,,,,,
PLAYA BRASIL,,,,,,,,
PUNTA CONEJO,,,,,,,,
SANTIAGO ASTATA,,,,,,,,
BARRA DE LA CRUZ,,,,,,,,
CHAHUÉ,,,,,,,,
BOCANA,,,,,,,,
HUAMELULA,,,,,,,,
AGUAS ARRIBA DEL SITIO DEL DERRAME,,,,,,71.2,,
SITIO DEL DERRAME,,,,,,74.4,,
CANAL DE AGUAS PLUVIALES,,,,,,53.2,,
CANTÓN CANDELARIA,,,,,,79.4,,
ARROYO SAN ANTONIO ANTES DEL COZALAPA,,,,,,87.2,,
SITIO 3 AGUAS ARRIBA,,,,,,74.8,,
SITIO 1 (LUGAR DE CONTAMINACION),,,,,,72.1,,
SITIO 2 (AGUAS ABAJO),,,,,,64.1,,
ARCO SAN NICOLAS TOTOLAPAN,224.4,435.49,113.85,25750000.0,21045000.0,,,
BALANDRA Y YATE HUNDIDO,,,,3.0,3.0,,,
RÍO ESLAVA,35.2,35.2,10.0,28510000.0,27550000.0,,,
"RÍO AMAJAC, BOCA DE LEÓN.",2.46,10.0,42.0,,,,,
"RÍO AMAJAC, CAÑITAS.",2.8,10.0,32.0,,,,,
PUENTE AGUAS ABAJO (DEPORTIVA),,19.07,,,,98.5,,1.0
BALANDRA A,,,,,,,,
ENTRE BALANDRA B Y TECOLOTE SUR,,,,,,,,
SITIO,,,,,,99.4,,
TECOLOTE SUR,,,,,,,,
VASO 1,7.8,40.92,73.5,52.0,3.0,,,
VASO 2,4.4,17.64,57.1,41.0,10.0,,,
PRESA MADIN,,,,46000.0,,,,
SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,47.04,59.02,16.0,2400.0,1100.0,,,
SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 1,323.33,441.38,44.0,210.0,120.0,,,
LAGO NABOR CARRILLO 1,494.0,639.15,360.0,1100.0,1100.0,,,
LAGO NABOR CARRILLO 2,420.0,553.32,320.0,460.0,460.0,,,
PRESA MADIN 1,10.355,30.0,11.5,3505.5,2440.5,,,
PRESA MADIN 2,7.01,17.97,17.5,3937.5,2072.0,,,
PRESA MADIN 3,2.0,10.0,10.0,1187.0,435.0,,,
SAN PEDRO APATLACO,,,,,99315.75,,,
LAGO DE TEQUESQUITENGO LA BOTA,2.0,27.63,10.0,,10.0,,,
LAGO DE TEQUESQUITENGO - REMANZO,2.0,34.53,10.0,,6.0,,,
LAGO DE TEQUESQUITENGO - TEQUES CLUB,2.0,20.72,10.0,,3.0,,,
LAGO DE TEQUESQUITENGO - PUEBLO,2.0,20.72,10.0,,3.0,,,
LAGO DE TEQUESQUITENGO -MARINA,2.0,20.72,10.0,,9.0,,,
LAGO DE TEQUESQUITENGO - CLUB NAUTICA,2.0,27.63,10.0,,8.0,,,
LAGO DE TEQUESQUITENGO -EL REGAÑON,2.0,20.72,10.0,,8.0,,,
LAGO DE TEQUESQUITENGO - CENTRO NORTE,2.0,27.63,10.0,,3.0,,,
LAGO DE TEQUESQUITENGO - CENTRO NOROESTE,2.0,34.53,10.0,,3.0,,,
CARCAMO TETLA,,,10.0,,40.0,,,
CARCAMO 5 DE MAYO,,,10.0,,30.0,,,
BARRANCA OZUMBA,909.91,1622.54,640.0,,6000.0,,,
POZA AZUL - LAS ESTACAS,,,,,24.0,,,
ARROYO LAS ESTACAS (ASOLEADERO),,,,,7.0,,,
BORBOLLON - LAS ESTACAS,,,,,24.0,,,
ARROYO LAS ESTACAS - SALIDA,,,,,17.0,,,
ALBERCA REDONDA,,,,,40.0,,,
ARROYO LAS ESTACAS DESPUES PTAR,,,,,9.0,,,
PRESA DE COINTZIO,,10.0,10.0,,,,1.0,1.0
PRESA CANAL PERRITOS,,10.0,,4000.0,,,,
VADO BRISAS,,,,,985.75,,,
BARRANCA PUENTE BLANCO ZAPATA,36.615,96.28,28.0,60075000.0,150000.0,47.5,,
B. GACHUPINA-LAS FUENTES,120.5,164.755,13.5,550000000000.0,150000.0,100.5,,
